date_,file_name,count
2024-11-05,Output_1 MSA BEA.xlsx,1
2024-11-05,Wealth_Metrics download.xlsx,1
2024-11-06,Accessibility_2 MPO PUMS5.xlsx,1
2024-11-06,Commute_1 MPO ACS5.xlsx,1
2024-11-06,Congestion_1 UZA RTIS.xlsx,1
2024-11-06,Congestion_2 SACOG RTIS.xlsx,1
2024-11-06,Congestion_3 SACOG RTIS.xlsx,1
2024-11-06,Edu_2.xlsx,1
2024-11-06,Edu_3 A-G.xlsx,1
2024-11-06,Income_3 MPO ACS5.xlsx,1
2024-11-06,Output_1 MSA BEA.xlsx,1
2024-11-06,Road_1 Gas Price download.xlsx,1
2024-11-06,Road_4 ZEV_Sales download.xlsx,1
2024-11-06,Transit measures_download.xlsx,1
2024-11-06,VMT_1 Per Capita Trends.xlsx,1
2024-11-09,Cost_6 MSA PUMS5.xlsx,1
2024-11-12,Jobs_2 MPO BLS SM.xlsx,1
2024-11-12,Safety_4 Counties TIMS.xlsx,1
2024-11-12,Safety_4 Jurisdictions TIMS.xlsx,1
2024-11-12,Safety_4 MPO TIMS.xlsx,1
2024-11-13,Congestion_3 SACOG RTIS.xlsx,1
2024-11-13,Jobs_1 MSA BLS SM.xlsx,1
2024-11-13,Jobs_3 MSA BLS SM.xlsx,1
2024-11-14,Cost_1 Sales Price.xlsx,1
2024-11-14,Health_1 MPO CPS.xlsx,1
2024-11-14,Safety_3 TIMS.xlsx,1
2024-11-14,VMT_2 SACOG region.xlsx,1
2024-11-15,Cost_2 Rent Price.xlsx,1
2024-11-15,Pop_1 DOF Counties.xlsx,1
2024-11-15,Pop_3 Tracts ACS5.xlsx,1
2024-11-17,Cost_5 Counties ACS5.xlsx,1
2024-11-17,Safety_3 TIMS.xlsx,1
2024-11-18,Cost_8 Homelessness.xlsx,1
2024-11-21,Cost_6 MPO PUMS5.xlsx,1
2024-11-22,Cost_5 MPO ACS5.xlsx,1
2024-11-22,Safety_1 MPO TIMS.xlsx,1
2024-11-24,Cost_3 Tracts ACS5.xlsx,1
2024-11-25,Output_1 MSA BEA.xlsx,1
2024-11-25,Production_2 MPO DOF Summarized Data.xlsx,2
2024-11-25,Safety_3 TIMS.xlsx,1
2024-11-26,Cost_1 Sales Price.xlsx,1
2024-11-26,Wealth_Metrics download.xlsx,1
2024-11-27,Broadband_2 Tracts ACS5.xlsx,3
2024-11-27,VMT_2 SACOG region.xlsx,1
2024-12-02,Cost_1 Sales Price.xlsx,1
2024-12-02,Jobs_1 MSA BLS SM.xlsx,1
2024-12-02,Jobs_2 MPO BLS SM.xlsx,1
2024-12-03,Commute_1 MSA ACS5.xlsx,1
2024-12-03,VMT_2 SACOG region.xlsx,1
2024-12-11,Production_1 Counties SACOG Housing Permit Data.xlsx,1
2024-12-12,VMT_2 SACOG region.xlsx,1
2024-12-16,Pop_5 DOF Jurisdictions.xlsx,1
2024-12-18,Income_3 MPO ACS5.xlsx,1
2024-12-19,Pop_3 Counties ACS5.xlsx,1
2024-12-19,Pop_4 Counties ACS5.xlsx,1
2024-12-24,Pop_1 DOF Counties.xlsx,1
2024-12-24,Pop_3 Counties ACS5.xlsx,1
2024-12-24,Pop_3 MPO ACS5.xlsx,1
2024-12-24,Pop_3 MSA ACS5.xlsx,1
2024-12-24,Pop_3 Tracts ACS5.xlsx,2
2024-12-24,Pop_4 Counties ACS5.xlsx,1
2024-12-24,Pop_4 MPO ACS5.xlsx,1
2024-12-24,Pop_4 Tracts ACS5.xlsx,1
2024-12-24,Pop_5 DOF Counties.xlsx,1
2024-12-24,Pop_5 DOF Jurisdictions.xlsx,1
2024-12-24,Pop_5 DOF MPO.xlsx,1
2024-12-26,Pop_1 DOF Counties.xlsx,1
2024-12-26,Pop_3 Counties ACS5.xlsx,1
2024-12-26,Pop_3 MPO ACS5.xlsx,1
2024-12-26,Pop_3 Tracts ACS5.xlsx,1
2024-12-26,Pop_4 Counties ACS5.xlsx,1
2024-12-26,Pop_4 MPO ACS5.xlsx,2
2024-12-26,Pop_4 Tracts ACS5.xlsx,1
2024-12-26,Pop_5 DOF Counties.xlsx,1
2024-12-26,Pop_5 DOF Jurisdictions.xlsx,1
2024-12-26,Pop_5 DOF MPO.xlsx,2
2024-12-27,Pop_1 DOF Counties.xlsx,1
2024-12-27,Pop_3 Counties ACS5.xlsx,1
2024-12-27,Pop_3 MPO ACS5.xlsx,1
2024-12-27,Pop_3 MSA ACS5.xlsx,1
2024-12-27,Pop_3 Tracts ACS5.xlsx,1
2024-12-27,Pop_4 Counties ACS5.xlsx,2
2024-12-27,Pop_4 Tracts ACS5.xlsx,1
2024-12-27,Pop_5 DOF Counties.xlsx,1
2024-12-27,Pop_5 DOF Jurisdictions.xlsx,1
2024-12-27,Pop_5 DOF MPO.xlsx,1
2024-12-28,Pop_1 DOF Counties.xlsx,1
2024-12-28,Pop_3 Counties ACS5.xlsx,1
2024-12-28,Pop_3 MPO ACS5.xlsx,1
2024-12-28,Pop_3 MSA ACS5.xlsx,1
2024-12-28,Pop_3 Tracts ACS5.xlsx,1
2024-12-28,Pop_4 MPO ACS5.xlsx,1
2024-12-28,Pop_4 Tracts ACS5.xlsx,1
2024-12-28,Pop_5 DOF Counties.xlsx,1
2024-12-28,Pop_5 DOF Jurisdictions.xlsx,1
2025-01-02,Pop_3 Counties ACS5.xlsx,1
2025-01-02,Pop_3 MPO ACS5.xlsx,1
2025-01-02,Pop_3 MSA ACS5.xlsx,1
2025-01-02,Pop_4 Tracts ACS5.xlsx,1
2025-01-02,Pop_5 DOF MPO.xlsx,2
2025-01-03,Pop_5 DOF Jurisdictions.xlsx,1
2025-01-04,Pop_3 MPO ACS5.xlsx,2
2025-01-04,Pop_4 Tracts ACS5.xlsx,1
2025-01-04,Pop_5 DOF Jurisdictions.xlsx,1
2025-01-04,Pop_5 DOF MPO.xlsx,1
2025-01-05,Pop_3 MSA ACS5.xlsx,1
2025-01-05,Pop_5 DOF MPO.xlsx,1
2025-01-06,Jobs_4 MPO LEHD.xlsx,1
2025-01-06,Location_2a Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-01-06,Location_2b Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-01-06,Production_1 Counties SACOG Housing Permit Data.xlsx,1
2025-01-06,Production_1 Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-01-06,Production_1 MPO SACOG Housing Permit Data.xlsx,1
2025-01-06,Production_4 Jurisdictions SACOG Housing and DOF Population Data.xlsx,1
2025-01-06,Production_6 Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-01-06,Transit measures_download.xlsx,1
2025-01-07,Health_1 Counties CPS.xlsx,1
2025-01-07,Health_1 MPO CPS.xlsx,1
2025-01-07,Health_2 Counties ACS1.xlsx,1
2025-01-07,Health_2 MPO ACS1.xlsx,1
2025-01-07,Location_2b Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-01-07,Pop_3 MPO ACS5.xlsx,1
2025-01-07,Safety_1 Jurisdictions TIMS.xlsx,1
2025-01-07,Safety_2 Counties TIMS.xlsx,1
2025-01-07,Safety_2 Jurisdictions TIMS.xlsx,1
2025-01-07,Safety_4 Counties TIMS.xlsx,2
2025-01-07,Safety_4 Jurisdictions TIMS.xlsx,1
2025-01-08,Health_1 Counties CPS.xlsx,1
2025-01-08,Health_1 MPO CPS.xlsx,1
2025-01-08,Health_2 Counties ACS1.xlsx,1
2025-01-08,Health_2 MPO ACS1.xlsx,1
2025-01-08,Jobs_4 MPO LEHD.xlsx,1
2025-01-08,Labor_2 MSA BLS LA.xlsx,1
2025-01-08,Pop_4 Tracts ACS5.xlsx,1
2025-01-08,Pop_5 DOF Jurisdictions.xlsx,1
2025-01-08,Pop_5 DOF MPO.xlsx,1
2025-01-08,Safety_1 Counties TIMS.xlsx,1
2025-01-08,Safety_1 Jurisdictions TIMS.xlsx,1
2025-01-08,Safety_2 Counties TIMS.xlsx,1
2025-01-08,Safety_2 Jurisdictions TIMS.xlsx,2
2025-01-08,Safety_3 TIMS.xlsx,1
2025-01-08,Safety_4 Jurisdictions TIMS.xlsx,1
2025-01-08,Transit measures_download.xlsx,1
2025-01-09,Health_1 Counties CPS.xlsx,1
2025-01-09,Health_1 MPO CPS.xlsx,1
2025-01-09,Health_2 Counties ACS1.xlsx,1
2025-01-09,Health_2 MPO ACS1.xlsx,1
2025-01-09,Jobs_4 MPO LEHD.xlsx,1
2025-01-09,Pop_3 MSA ACS5.xlsx,1
2025-01-09,Safety_1 Jurisdictions TIMS.xlsx,1
2025-01-09,Safety_1 MPO TIMS.xlsx,1
2025-01-09,Safety_2 Counties TIMS.xlsx,1
2025-01-09,Safety_2 MPO TIMS.xlsx,1
2025-01-09,Safety_4 Counties TIMS.xlsx,2
2025-01-09,Safety_4 Jurisdictions TIMS.xlsx,1
2025-01-09,Transit measures_download.xlsx,1
2025-01-10,Congestion_1 UZA RTIS.xlsx,1
2025-01-10,Health_1 Counties CPS.xlsx,1
2025-01-10,Health_1 MPO CPS.xlsx,1
2025-01-10,Health_2 Counties ACS1.xlsx,1
2025-01-10,Health_2 MPO ACS1.xlsx,1
2025-01-10,Jobs_4 MPO LEHD.xlsx,1
2025-01-10,Labor_1 Counties ACS5.xlsx,1
2025-01-10,Labor_2 MSA BLS LA.xlsx,1
2025-01-10,Location_2b MPO SACOG Housing Permit Data.xlsx,1
2025-01-10,Pop_3 MPO ACS5.xlsx,1
2025-01-10,Production_3 MPO DOF Summarized Data.xlsx,1
2025-01-10,Road_1 Gas Price download.xlsx,1
2025-01-10,Road_4 ZEV_Sales download.xlsx,1
2025-01-10,Safety_1 Jurisdictions TIMS.xlsx,1
2025-01-10,Safety_2 Counties TIMS.xlsx,1
2025-01-10,Safety_2 Jurisdictions TIMS.xlsx,1
2025-01-10,Safety_4 Jurisdictions TIMS.xlsx,1
2025-01-10,Transit measures_download.xlsx,1
2025-01-11,Broadband_2 Counties ACS5.xlsx,1
2025-01-11,Congestion_1 UZA RTIS.xlsx,1
2025-01-11,Health_4 MPO IHME.xlsx,1
2025-01-11,Jobs_4 MSA LEHD.xlsx,1
2025-01-11,Labor_1 Tracts ACS5.xlsx,1
2025-01-11,Labor_2 MSA BLS LA.xlsx,1
2025-01-11,Location_1 Counties SACOG Housing Permit Data.xlsx,1
2025-01-11,Location_1 Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-01-11,Location_2a Counties SACOG Housing Permit Data.xlsx,1
2025-01-11,Pop_3 MSA ACS5.xlsx,1
2025-01-11,Pop_4 Tracts ACS5.xlsx,1
2025-01-11,Pop_5 DOF Jurisdictions.xlsx,1
2025-01-11,Pop_5 DOF MPO.xlsx,1
2025-01-11,Production_2 Counties DOF Summarized Data.xlsx,1
2025-01-11,Production_4 MPO SACOG Housing and DOF Population Data.xlsx,1
2025-01-12,Accessibility_1 Counties PUMS5.xlsx,1
2025-01-12,Broadband_2 MPO ACS5.xlsx,1
2025-01-12,Health_2 Counties ACS5.xlsx,1
2025-01-12,Health_2 MPO ACS5.xlsx,1
2025-01-12,Location_2b Counties SACOG Housing Permit Data.xlsx,1
2025-01-12,Pop_3 MPO ACS5.xlsx,1
2025-01-12,Production_3 Jurisdictions DOF Summarized Data.xlsx,1
2025-01-12,Production_6 Counties SACOG Housing Permit Data.xlsx,1
2025-01-12,Production_6 MPO SACOG Housing Permit Data.xlsx,1
2025-01-12,pop_5 dof jurisdictions.xlsx,1
2025-01-13,Commute_1 MPO ACS5.xlsx,1
2025-01-13,Congestion_2 SACOG RTIS.xlsx,1
2025-01-13,Cost_3 Counties ACS5.xlsx,1
2025-01-13,Edu_1 Counties ACS5.xlsx,1
2025-01-13,Edu_2.xlsx,1
2025-01-13,Income_1 MSA ACS5.xlsx,1
2025-01-13,Jobs_1 National BLS CE.xlsx,1
2025-01-13,Jobs_4 Counties LEHD.xlsx,1
2025-01-13,Location_3.xlsx,1
2025-01-13,Pop_1 DOF Counties.xlsx,1
2025-01-13,Pop_4 Tracts ACS5.xlsx,1
2025-01-13,Wealth_Metrics download.xlsx,1
2025-01-14,Commute_1 MSA ACS5.xlsx,1
2025-01-14,Edu_1 MPO ACS5.xlsx,1
2025-01-14,Edu_1 Tracts ACS5.xlsx,1
2025-01-14,Edu_3 A-G.xlsx,1
2025-01-14,Income_2 MPO PUMS5.xlsx,1
2025-01-14,Income_3 Counties ACS5.xlsx,1
2025-01-14,Income_3 MPO ACS5.xlsx,1
2025-01-14,Income_4 Counties ACS5.xlsx,1
2025-01-14,Labor_1 MPO ACS5.xlsx,1
2025-01-14,Location_1 MPO SACOG Housing Permit Data.xlsx,1
2025-01-14,Location_2a MPO SACOG Housing Permit Data.xlsx,1
2025-01-14,Output_1 MSA BEA.xlsx,1
2025-01-14,Pop_3 Counties ACS5.xlsx,1
2025-01-14,Pop_3 Tracts ACS5.xlsx,1
2025-01-14,Production_4 Counties SACOG Housing and DOF Population Data.xlsx,1
2025-01-14,Safety_1 Counties TIMS.xlsx,1
2025-01-15,Commute_1 MPO ACS5.xlsx,1
2025-01-15,Location_4 Fire and Flood.xlsx,1
2025-01-15,Safety_4 MPO TIMS.xlsx,1
2025-01-16,Broadband_2 Tracts ACS5.xlsx,1
2025-01-17,VMT_2 SACOG region.xlsx,1
2025-01-18,Income_4 MPO ACS5.xlsx,1
2025-01-18,Pop_3 MPO ACS5.xlsx,1
2025-01-19,Production_3 Counties DOF Summarized Data.xlsx,1
2025-01-22,Cost_1 Sales Price.xlsx,1
2025-01-22,Cost_6 MPO PUMS5.xlsx,1
2025-01-22,Cost_8 Homelessness.xlsx,1
2025-01-22,Location_2a Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-01-22,Production_1 Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-01-22,Road_4 ZEV_Sales download.xlsx,1
2025-01-22,VMT_2 SACOG region.xlsx,1
2025-01-23,Pop_4 MPO ACS5.xlsx,1
2025-01-23,Pop_5 DOF Jurisdictions.xlsx,1
2025-01-24,Income_1 MPO ACS5.xlsx,1
2025-01-24,Safety_4 Jurisdictions TIMS.xlsx,1
2025-01-27,Production_6 Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-01-29,Jobs_1 MSA BLS SM.xlsx,1
2025-01-29,Jobs_1 National BLS CE.xlsx,1
2025-01-29,Jobs_2 MPO BLS SM.xlsx,1
2025-01-29,Production_4 Jurisdictions SACOG Housing and DOF Population Data.xlsx,1
2025-01-29,Safety_2 Counties TIMS.xlsx,1
2025-01-30,Congestion_2 SACOG RTIS.xlsx,1
2025-01-30,Production_1 MPO SACOG Housing Permit Data.xlsx,1
2025-01-31,Income_3 MPO ACS5.xlsx,1
2025-01-31,Location_1 MPO SACOG Housing Permit Data.xlsx,1
2025-01-31,Location_3.xlsx,1
2025-02-03,Production_3 MPO DOF Summarized Data.xlsx,1
2025-02-03,Production_4 Counties SACOG Housing and DOF Population Data.xlsx,1
2025-02-04,Location_1 Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-02-04,Location_1 MPO SACOG Housing Permit Data.xlsx,1
2025-02-04,Location_2a Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-02-04,Location_4 Fire and Flood.xlsx,1
2025-02-04,Pop_5 DOF Jurisdictions.xlsx,1
2025-02-04,Production_1 Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-02-04,Production_1 MPO SACOG Housing Permit Data.xlsx,1
2025-02-04,Production_6 Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-02-04,Production_6 MPO SACOG Housing Permit Data.xlsx,2
2025-02-04,Safety_2 Jurisdictions TIMS.xlsx,1
2025-02-05,Cost_6 MPO PUMS5.xlsx,1
2025-02-05,Transit measures_download.xlsx,3
2025-02-06,Health_1 Counties CPS.xlsx,1
2025-02-08,Health_4 MPO IHME.xlsx,1
2025-02-08,Jobs_4 MPO LEHD.xlsx,1
2025-02-08,Output_1 MSA BEA.xlsx,1
2025-02-08,Production_2 Counties DOF Summarized Data.xlsx,1
2025-02-09,Safety_1 Jurisdictions TIMS.xlsx,1
2025-02-11,Location_1 Counties SACOG Housing Permit Data.xlsx,2
2025-02-11,Pop_3 MSA ACS5.xlsx,1
2025-02-12,Road_4 ZEV_Sales download.xlsx,1
2025-02-12,Safety_1 Jurisdictions TIMS.xlsx,1
2025-02-12,Safety_3 TIMS.xlsx,1
2025-02-13,Location_2a Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-02-15,VMT_1 Per Capita Trends.xlsx,1
2025-02-17,Health_2 Counties ACS1.xlsx,1
2025-02-17,Safety_4 Counties TIMS.xlsx,1
2025-02-20,Transit measures_download.xlsx,1
2025-02-21,Location_2a Counties SACOG Housing Permit Data.xlsx,1
2025-02-21,Production_1 MPO SACOG Housing Permit Data.xlsx,1
2025-02-21,Production_6 MPO SACOG Housing Permit Data.xlsx,1
2025-02-24,Pop_3 Counties ACS5.xlsx,2
2025-02-24,Pop_3 Tracts ACS5.xlsx,2
2025-02-24,Production_6 Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-02-24,Road_4 ZEV_Sales download.xlsx,1
2025-02-25,Cost_1 Sales Price.xlsx,1
2025-02-25,Production_1 MPO SACOG Housing Permit Data.xlsx,1
2025-02-27,Safety_4 Jurisdictions TIMS.xlsx,1
2025-03-01,Production_6 Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-03-03,Production_1 Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-03-06,Location_1 MPO SACOG Housing Permit Data.xlsx,1
2025-03-06,Transit measures_download.xlsx,1
2025-03-11,Location_2a MPO SACOG Housing Permit Data.xlsx,1
2025-03-12,Cost_3 MPO ACS5.xlsx,1
2025-03-12,Cost_3 Tracts ACS5.xlsx,1
2025-03-12,Transit measures_download.xlsx,1
2025-03-18,Cost_5 MPO ACS5.xlsx,1
2025-03-18,Location_1 Jurisdictions SACOG Housing Permit Data.xlsx,1
2025-03-18,Pop_1 DOF Counties.xlsx,1
2025-03-24,Cost_6 MPO PUMS5.xlsx,1
2025-03-24,Location_1 MPO SACOG Housing Permit Data.xlsx,1
2025-03-24,Output_1 MSA BEA.xlsx,1
2025-03-24,Production_4 MPO SACOG Housing and DOF Population Data.xlsx,1
2025-03-24,Production_6 MPO SACOG Housing Permit Data.xlsx,1
2025-03-24,Safety_1 Counties TIMS.xlsx,1
2025-03-24,VMT_2 SACOG region.xlsx,1
2025-03-25,Health_3 MSA EPA.xlsx,1
2025-03-25,Pop_1 DOF Counties.xlsx,1
2025-03-25,Transit measures_download.xlsx,1
2025-03-26,Accessibility_1 Counties PUMS5.xlsx,1
2025-03-26,Accessibility_1 MPO PUMS5.xlsx,1
2025-03-26,Accessibility_1 MSA PUMS5.xlsx,1
2025-03-26,Accessibility_2 Counties PUMS5.xlsx,1
2025-03-26,Accessibility_2 MPO PUMS5.xlsx,1
2025-03-26,Accessibility_3 Counties PUMS5.xlsx,1
2025-03-26,Accessibility_3 MPO PUMS5.xlsx,1
2025-03-26,Accessibility_4 Counties PUMS5.xlsx,1
2025-03-26,Accessibility_4 MPO PUMS5.xlsx,1
2025-03-26,Income_3 MPO ACS5.xlsx,1
2025-03-26,Jobs_1 MSA BLS SM.xlsx,1
2025-03-26,Pop_1 DOF Counties.xlsx,1
2025-03-26,Production_2 Counties DOF Summarized Data.xlsx,1
2025-03-26,Safety_3 TIMS.xlsx,1
2025-03-26,VMT_2 SACOG region.xlsx,1
2025-03-27,Location_2a Counties SACOG Housing Permit Data.xlsx,1
2025-03-27,Location_2b Counties SACOG Housing Permit Data.xlsx,1
2025-03-28,Health_3 MSA EPA.xlsx,2
2025-03-28,Production_6 MPO SACOG Housing Permit Data.xlsx,1
