RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31
60544,6281,07029,zip,NJ,NJ,Harrison,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101.5913285246256,2065.2528678220274,2075.3313043832195,2067.9926772361223,2075.7807251645127,2099.730314026684,2089.52762605889,2107.766939164184,2125.1399965012547,2148.956356079483,2144.707110650086,2147.1093100337775,2139.213271276286,2123.9497903128254,2117.284969141252,2129.7580168954946,2148.736795594031,2141.348410389733,2128.0445261339564,2131.8832040023235,2135.3132990484737,2130.1965510916284,2112.881106918373,2084.752924926851,2066.9511630076295,2039.8993350169599,2040.9790854240082,2045.6295578933702,2020.4936307313046,2009.9065680824165,2015.1150830004844,2075.0752383460904,2112.410040520807,2126.09243359507,2147.812511608592,2182.749746473198,2206.770672669028,2214.962432846749,2196.041103017067,2180.701689106586,2189.572292846201,2236.0305620532095,2286.0636762896906,2352.8553392115646,2402.0579685453044,2493.294950498483,2499.4199910299562,2480.166206393767,2418.933751191451,2403.573331060718,2408.068179012995,2407.089973416847,2416.759775129945,2425.702600202525,2455.7265889074306,2496.2768670734004,2520.180769800444,2517.1352449810183,2486.0909171512244,2470.194829049121,2474.024756459376,2482.3872053872055
89846,6282,73008,zip,OK,OK,Bethany,"Oklahoma City, OK",Oklahoma County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343.2429186449237,1333.9850583078046,1337.2625933569725,1319.0776495117307,1293.2401131819036,1291.2584792136224,1303.0381307107803,1321.8333333333333
61651,6286,10037,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,,,,,,,,,,,,,,,,,1898.7151339481613,1912.8965393678088,1942.0413515076498,1940.231152364019,1939.184864515199,1942.4843007763207,1945.2297082348216,1959.3438999870932,1944.8941013206984,1933.2539555967337,1907.4601208239037,1910.9614777804165,1955.3718645568908,2015.4341545351458,2046.6732819398262,2052.7682144757487,2051.6926613672777,2032.287969247291,2005.8501397551863,1957.215329602504,1971.1304497002159,1997.9619762549432,2061.0385638037924,2059.308278821231,2081.267257421887,2087.6481986159724,2112.620740429297,2073.994496196472,2041.5656864409075,2029.0736628164284,2036.0574388414316,2035.6590734942522,2063.595761250979,2081.6817436296046,2114.508478247691,2127.0289706737253,2142.511045118437,2138.1169009154587,2119.9040071385207,2132.977215967729,2105.645149563294,2112.730559022216,2070.3102058875384,2085.4872985351353,2074.298332912773,2122.13549255236,2139.401757161329,2153.340274419026,2137.231728421858,2137.453159979632,2118.6878243274996,2092.7033042708936,2052.736831224817,1981.0522145446719,1947.124311104009,1916.7849450136564,1944.2535513152395,1958.5775921979646,1972.9957754470236,1968.153195891069,1966.6061603972526,1994.8728347211186,2032.986289253093,2053.0585417789152,2076.444733013407,2055.3056550532756,2065.180984326176,2067.9093350700514,2124.350153734304,2141.852025399791,2175.931663822841,2212.3236526177466,2272.7499052621724,2321.4949579855743,2348.118861101777,2367.891055022949,2336.257420214033,2322.0212383633902,2376.4008426960822,2384.5786749673075,2406.4356338993143,2380.589027710732,2401.8846772325774,2415.0881887794503,2411.3269285994065,2444.833527893421,2405.9014675178087,2384.410691149886,2354.52283602603,2370.4273136889037,2366.574146535133,2414.25
399569,6289,32081,zip,FL,FL,Ponte Vedra,"Jacksonville, FL",Saint Johns County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2029.515523476074,2043.148726439315,2142.451052532167,2259.1769964187924,2357.4140996590336,2410.0046780418356,2410.297572024357,2489.89525519066,2528.525573853551,2572.3791891307856,2576.8237011792935,2562.469689430278,2540.2766799982205,2533.134251106051,2570.784088511931,2605.865641291055,2637.3137249674082,2674.274165410775,2697.8892448027154,2679.629191966876,2650.3070407578075,2633.936034615739,2615.63899896374,2567.719780923639,2532.066510818417,2519.8166535594587,2565.258175115019,2574.7723682551455,2576.902034996285,2574.3037296454995,2586.2569508867346,2590.8882860123385,2612.093222099155,2590.4674780878554,2602.537037037037
61851,6290,10543,zip,NY,NY,Mamaroneck,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2841.7389505651217,2972.2518926708253,2995.2428871289094,3057.6688246307685,2996.971175214692,3085.3564249518467,3127.4633353573813,3149.698690777568,3135.6524937421996,3004.888888888889
72905,6291,33912,zip,FL,FL,Fort Myers,"Cape Coral-Fort Myers, FL",Lee County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2607.441919424925,2567.1273841729626,2445.923163514089,2472.293848799222,2558.8754258057397,2518.4756811166517,2416.3503481968587,2390.467137397264,2446.2879715654253,2526.0577313506556,2566.208674600138,2711.1111111111113
73053,6292,34234,zip,FL,FL,Sarasota,"North Port-Sarasota-Bradenton, FL",Sarasota County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930.6345351122104,1911.558359390504,1913.306672138036,1851.9091660415847,1894.176681173399,1962.4215035696777,2007.662144698945,2132.7926917521986,2103.3333333333335
85877,6295,63034,zip,MO,MO,Florissant,"St. Louis, MO-IL",Saint Louis County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1827.5
72483,6298,33181,zip,FL,FL,North Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2314.9429425270278,2428.4910388083317,2520.0605915298593,2561.35662998785,2603.803031654442,2628.882169413934,2592.701214106027,2623.6011178542913,2640.4390145659545,2605.375029082376,2562.5539566211874,2575.273906477937,2598.4230797055407,2652.674562748369,2632.649844713156,2672.9128167269578,2660.4299825221324,2651.049588061284,2634.275075901395,2641.151849274569,2654.0711492647,2680.1248926248936,2655.469696969697
93194,6301,80002,zip,CO,CO,Arvada,"Denver-Aurora-Lakewood, CO",Jefferson County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.8773893925286,1606.4537369806437,1607.4560568054078,1588.7194763534735,1603.3329720219617,1617.6863153378138,1621.804123718586,1631.123502111679,1635.1820968241655,1616.0494657669094,1614.6001844969264,1614.6474211477173,1639.320800614807,1644.0619567755132,1646.138317957587,1643.2639042010971,1668.2011781955305,1701.8041467602245,1756.932663910757,1816.6996784537648,1851.391595888618,1803.6695299435664,1791.6429006259264,1811.2356696334027,1887.315073822213,1905.9958340824398,1920.796526352308,1934.2466527851311,1957.2281901759216,1985.2500864331214,2005.0841107023475,2012.5345734153204,2040.2835031847503,2036.6120545777069,2015.6931927204291,1979.216874604436,1990.4781044602682,2042.495758200278,2045.5428759363615,2058.790339171111,2045.7234085274965,2070.638613695973,2061.605280088685,2073.0525305673696,2064.407612955559,2066.3689120530253,2073.580965428754,2063.1309523809523
