date_,Geography,Variable,Value
2008-11-01,National,Service-Providing,115931000
2008-11-01,National,Total Private,113693000
2008-10-01,National,Goods Producing,21212000
2008-10-01,National,Government,22937000
2008-10-01,National,Service-Providing,116212000
2008-10-01,National,Total Private,114487000
2008-09-01,National,Goods Producing,21476000
2008-09-01,National,Government,22373000
2008-09-01,National,Service-Providing,115654000
2008-09-01,National,Total Private,114757000
2008-08-01,National,Goods Producing,21690000
2008-08-01,National,Government,21436000
2008-08-01,National,Service-Providing,115387000
2008-08-01,National,Total Private,115641000
2008-07-01,National,Goods Producing,21703000
2008-07-01,National,Government,21346000
2008-07-01,National,Service-Providing,115481000
2008-07-01,National,Total Private,115838000
2008-06-01,National,Goods Producing,21779000
2008-06-01,National,Government,22497000
2008-06-01,National,Service-Providing,116886000
2008-06-01,National,Total Private,116168000
2008-05-01,National,Goods Producing,21614000
2008-05-01,National,Government,22881000
2008-05-01,National,Service-Providing,116856000
2008-05-01,National,Total Private,115589000
2008-04-01,National,Goods Producing,21420000
2008-04-01,National,Government,22849000
2008-04-01,National,Service-Providing,116474000
2008-04-01,National,Total Private,115045000
2008-03-01,National,Goods Producing,21347000
2008-03-01,National,Government,22840000
2008-03-01,National,Service-Providing,116014000
2008-03-01,National,Total Private,114521000
2008-02-01,National,Goods Producing,21292000
2008-02-01,National,Government,22736000
2008-02-01,National,Service-Providing,115478000
2008-02-01,National,Total Private,114034000
2008-01-01,National,Goods Producing,21402000
2008-01-01,National,Government,22250000
2008-01-01,National,Service-Providing,114850000
2008-01-01,National,Total Private,114002000
2007-12-01,National,Goods Producing,21904000
2007-12-01,National,Government,22738000
2007-12-01,National,Service-Providing,117375000
2007-12-01,National,Total Private,116541000
2007-11-01,National,Goods Producing,22181000
2007-11-01,National,Government,22799000
2007-11-01,National,Service-Providing,117313000
2007-11-01,National,Total Private,116695000
2007-10-01,National,Goods Producing,22346000
2007-10-01,National,Government,22657000
2007-10-01,National,Service-Providing,116835000
2007-10-01,National,Total Private,116524000
2007-09-01,National,Goods Producing,22462000
2007-09-01,National,Government,22086000
2007-09-01,National,Service-Providing,115973000
2007-09-01,National,Total Private,116349000
2007-08-01,National,Goods Producing,22604000
2007-08-01,National,Government,21077000
2007-08-01,National,Service-Providing,115268000
2007-08-01,National,Total Private,116795000
2007-07-01,National,Goods Producing,22617000
2007-07-01,National,Government,20963000
2007-07-01,National,Service-Providing,115143000
2007-07-01,National,Total Private,116797000
2007-06-01,National,Goods Producing,22647000
2007-06-01,National,Government,22176000
2007-06-01,National,Service-Providing,116509000
2007-06-01,National,Total Private,116980000
2007-05-01,National,Goods Producing,22354000
2007-05-01,National,Government,22585000
2007-05-01,National,Service-Providing,116300000
2007-05-01,National,Total Private,116069000
2007-04-01,National,Goods Producing,22103000
2007-04-01,National,Government,22568000
2007-04-01,National,Service-Providing,115609000
2007-04-01,National,Total Private,115144000
2007-03-01,National,Goods Producing,21941000
2007-03-01,National,Government,22550000
2007-03-01,National,Service-Providing,114966000
2007-03-01,National,Total Private,114357000
2007-02-01,National,Goods Producing,21753000
2007-02-01,National,Government,22445000
2007-02-01,National,Service-Providing,114255000
2007-02-01,National,Total Private,113563000
2007-01-01,National,Goods Producing,21883000
2007-01-01,National,Government,21974000
2007-01-01,National,Service-Providing,113434000
2007-01-01,National,Total Private,113343000
2006-12-01,National,Goods Producing,22323000
2006-12-01,National,Government,22454000
2006-12-01,National,Service-Providing,115784000
2006-12-01,National,Total Private,115653000
2006-11-01,National,Goods Producing,22535000
2006-11-01,National,Government,22558000
2006-11-01,National,Service-Providing,115682000
2006-11-01,National,Total Private,115659000
2006-10-01,National,Goods Producing,22732000
2006-10-01,National,Government,22424000
2006-10-01,National,Service-Providing,115099000
2006-10-01,National,Total Private,115407000
2006-09-01,National,Goods Producing,22848000
2006-09-01,National,Government,21919000
2006-09-01,National,Service-Providing,114281000
2006-09-01,National,Total Private,115210000
2006-08-01,National,Goods Producing,22996000
2006-08-01,National,Government,20827000
2006-08-01,National,Service-Providing,113466000
2006-08-01,National,Total Private,115635000
2006-07-01,National,Goods Producing,22930000
2006-07-01,National,Government,20779000
2006-07-01,National,Service-Providing,113326000
2006-07-01,National,Total Private,115477000
2006-06-01,National,Goods Producing,22944000
2006-06-01,National,Government,21875000
2006-06-01,National,Service-Providing,114488000
2006-06-01,National,Total Private,115557000
2006-05-01,National,Goods Producing,22647000
2006-05-01,National,Government,22306000
2006-05-01,National,Service-Providing,114280000
2006-05-01,National,Total Private,114621000
2006-04-01,National,Goods Producing,22398000
2006-04-01,National,Government,22315000
2006-04-01,National,Service-Providing,113726000
2006-04-01,National,Total Private,113809000
2006-03-01,National,Goods Producing,22132000
2006-03-01,National,Government,22307000
2006-03-01,National,Service-Providing,113077000
2006-03-01,National,Total Private,112902000
2006-02-01,National,Goods Producing,21966000
2006-02-01,National,Government,22194000
2006-02-01,National,Service-Providing,112263000
2006-02-01,National,Total Private,112035000
2006-01-01,National,Goods Producing,21914000
2006-01-01,National,Government,21727000
2006-01-01,National,Service-Providing,111388000
2006-01-01,National,Total Private,111575000
2005-12-01,National,Goods Producing,22296000
2005-12-01,National,Government,22225000
2005-12-01,National,Service-Providing,113658000
2005-12-01,National,Total Private,113729000
2005-11-01,National,Goods Producing,22519000
2005-11-01,National,Government,22334000
2005-11-01,National,Service-Providing,113639000
2005-11-01,National,Total Private,113824000
2005-10-01,National,Goods Producing,22553000
2005-10-01,National,Government,22183000
2005-10-01,National,Service-Providing,113046000
2005-10-01,National,Total Private,113416000
2005-09-01,National,Goods Producing,22525000
2005-09-01,National,Government,21707000
2005-09-01,National,Service-Providing,112344000
2005-09-01,National,Total Private,113162000
2005-08-01,National,Goods Producing,22634000
2005-08-01,National,Government,20682000
2005-08-01,National,Service-Providing,111610000
2005-08-01,National,Total Private,113562000
2005-07-01,National,Goods Producing,22539000
2005-07-01,National,Government,20650000
2005-07-01,National,Service-Providing,111454000
2005-07-01,National,Total Private,113343000
2005-06-01,National,Goods Producing,22532000
2005-06-01,National,Government,21719000
2005-06-01,National,Service-Providing,112521000
2005-06-01,National,Total Private,113334000
2005-05-01,National,Goods Producing,22228000
2005-05-01,National,Government,22165000
2005-05-01,National,Service-Providing,112156000
2005-05-01,National,Total Private,112219000
2005-04-01,National,Goods Producing,21941000
2005-04-01,National,Government,22160000
2005-04-01,National,Service-Providing,111630000
2005-04-01,National,Total Private,111411000
2005-03-01,National,Goods Producing,21640000
2005-03-01,National,Government,22146000
2005-03-01,National,Service-Providing,110718000
2005-03-01,National,Total Private,110212000
2005-02-01,National,Goods Producing,21462000
2005-02-01,National,Government,22049000
2005-02-01,National,Service-Providing,110057000
2005-02-01,National,Total Private,109470000
2005-01-01,National,Goods Producing,21415000
2005-01-01,National,Government,21627000
2005-01-01,National,Service-Providing,109280000
2005-01-01,National,Total Private,109068000
2004-12-01,National,Goods Producing,21919000
2004-12-01,National,Government,22050000
2004-12-01,National,Service-Providing,111480000
2004-12-01,National,Total Private,111349000
2004-11-01,National,Goods Producing,22139000
2004-11-01,National,Government,22173000
2004-11-01,National,Service-Providing,111491000
2004-11-01,National,Total Private,111457000
2004-10-01,National,Goods Producing,22250000
2004-10-01,National,Government,22023000
2004-10-01,National,Service-Providing,111130000
2004-10-01,National,Total Private,111357000
2004-09-01,National,Goods Producing,22242000
2004-09-01,National,Government,21497000
2004-09-01,National,Service-Providing,110156000
2004-09-01,National,Total Private,110901000
2004-08-01,National,Goods Producing,22350000
2004-08-01,National,Government,20453000
2004-08-01,National,Service-Providing,109335000
2004-08-01,National,Total Private,111232000
2004-07-01,National,Goods Producing,22268000
2004-07-01,National,Government,20433000
2004-07-01,National,Service-Providing,109396000
2004-07-01,National,Total Private,111231000
2004-06-01,National,Goods Producing,22228000
2004-06-01,National,Government,21544000
2004-06-01,National,Service-Providing,110596000
2004-06-01,National,Total Private,111280000
2004-05-01,National,Goods Producing,21940000
2004-05-01,National,Government,21988000
2004-05-01,National,Service-Providing,110440000
2004-05-01,National,Total Private,110392000
2004-04-01,National,Goods Producing,21623000
2004-04-01,National,Government,22009000
2004-04-01,National,Service-Providing,109854000
2004-04-01,National,Total Private,109468000
2004-03-01,National,Goods Producing,21341000
2004-03-01,National,Government,21992000
2004-03-01,National,Service-Providing,109020000
2004-03-01,National,Total Private,108369000
2004-02-01,National,Goods Producing,21125000
2004-02-01,National,Government,21846000
2004-02-01,National,Service-Providing,108195000
2004-02-01,National,Total Private,107474000
2004-01-01,National,Goods Producing,21161000
2004-01-01,National,Government,21443000
2004-01-01,National,Service-Providing,107548000
2004-01-01,National,Total Private,107266000
2003-12-01,National,Goods Producing,21607000
2003-12-01,National,Government,21914000
2003-12-01,National,Service-Providing,109761000
2003-12-01,National,Total Private,109454000
2003-11-01,National,Goods Producing,21823000
2003-11-01,National,Government,21979000
2003-11-01,National,Service-Providing,109725000
2003-11-01,National,Total Private,109569000
2003-10-01,National,Goods Producing,21941000
2003-10-01,National,Government,21871000
2003-10-01,National,Service-Providing,109442000
2003-10-01,National,Total Private,109512000
2003-09-01,National,Goods Producing,22015000
2003-09-01,National,Government,21328000
2003-09-01,National,Service-Providing,108575000
2003-09-01,National,Total Private,109262000
2003-08-01,National,Goods Producing,22113000
2003-08-01,National,Government,20402000
2003-08-01,National,Service-Providing,107822000
2003-08-01,National,Total Private,109533000
2003-07-01,National,Goods Producing,22043000
2003-07-01,National,Government,20446000
2003-07-01,National,Service-Providing,107841000
2003-07-01,National,Total Private,109438000
2003-06-01,National,Goods Producing,22126000
2003-06-01,National,Government,21587000
2003-06-01,National,Service-Providing,109095000
2003-06-01,National,Total Private,109634000
2003-05-01,National,Goods Producing,21892000
2003-05-01,National,Government,21986000
2003-05-01,National,Service-Providing,109000000
2003-05-01,National,Total Private,108906000
2003-04-01,National,Goods Producing,21653000
2003-04-01,National,Government,22000000
2003-04-01,National,Service-Providing,108478000
2003-04-01,National,Total Private,108131000
2003-03-01,National,Goods Producing,21529000
2003-03-01,National,Government,22017000
2003-03-01,National,Service-Providing,107945000
2003-03-01,National,Total Private,107457000
2003-02-01,National,Goods Producing,21457000
2003-02-01,National,Government,21925000
2003-02-01,National,Service-Providing,107520000
2003-02-01,National,Total Private,107052000
2003-01-01,National,Goods Producing,21596000
2003-01-01,National,Government,21542000
2003-01-01,National,Service-Providing,106965000
2003-01-01,National,Total Private,107019000
2002-12-01,National,Goods Producing,22107000
2002-12-01,National,Government,21957000
2002-12-01,National,Service-Providing,109135000
2002-12-01,National,Total Private,109285000
2002-11-01,National,Goods Producing,22401000
2002-11-01,National,Government,22016000
2002-11-01,National,Service-Providing,109250000
2002-11-01,National,Total Private,109635000
2002-10-01,National,Goods Producing,22574000
2002-10-01,National,Government,21878000
2002-10-01,National,Service-Providing,108956000
2002-10-01,National,Total Private,109652000
2002-09-01,National,Goods Producing,22715000
2002-09-01,National,Government,21365000
2002-09-01,National,Service-Providing,108144000
2002-09-01,National,Total Private,109494000
2002-08-01,National,Goods Producing,22864000
2002-08-01,National,Government,20396000
2002-08-01,National,Service-Providing,107477000
2002-08-01,National,Total Private,109945000
2002-07-01,National,Goods Producing,22845000
2002-07-01,National,Government,20366000
2002-07-01,National,Service-Providing,107410000
2002-07-01,National,Total Private,109889000
2002-06-01,National,Goods Producing,22911000
2002-06-01,National,Government,21542000
2002-06-01,National,Service-Providing,108784000
2002-06-01,National,Total Private,110153000
2002-05-01,National,Goods Producing,22666000
2002-05-01,National,Government,21947000
2002-05-01,National,Service-Providing,108648000
2002-05-01,National,Total Private,109367000
2002-04-01,National,Goods Producing,22480000
2002-04-01,National,Government,21846000
2002-04-01,National,Service-Providing,108063000
2002-04-01,National,Total Private,108697000
2002-03-01,National,Goods Producing,22365000
2002-03-01,National,Government,21836000
2002-03-01,National,Service-Providing,107590000
2002-03-01,National,Total Private,108119000
2002-02-01,National,Goods Producing,22332000
2002-02-01,National,Government,21711000
2002-02-01,National,Service-Providing,107015000
2002-02-01,National,Total Private,107636000
2002-01-01,National,Goods Producing,22423000
2002-01-01,National,Government,21299000
2002-01-01,National,Service-Providing,106453000
2002-01-01,National,Total Private,107577000
2001-12-01,National,Goods Producing,23017000
2001-12-01,National,Government,21708000
2001-12-01,National,Service-Providing,108741000
2001-12-01,National,Total Private,110050000
2001-11-01,National,Goods Producing,23335000
2001-11-01,National,Government,21732000
2001-11-01,National,Service-Providing,108807000
2001-11-01,National,Total Private,110410000
2001-10-01,National,Goods Producing,23636000
2001-10-01,National,Government,21573000
2001-10-01,National,Service-Providing,108693000
2001-10-01,National,Total Private,110756000
2001-09-01,National,Goods Producing,23855000
2001-09-01,National,Government,21056000
2001-09-01,National,Service-Providing,108273000
2001-09-01,National,Total Private,111072000
2001-08-01,National,Goods Producing,24094000
2001-08-01,National,Government,20049000
2001-08-01,National,Service-Providing,107766000
2001-08-01,National,Total Private,111811000
2001-07-01,National,Goods Producing,24166000
2001-07-01,National,Government,20049000
2001-07-01,National,Service-Providing,107765000
2001-07-01,National,Total Private,111882000
2001-06-01,National,Goods Producing,24310000
2001-06-01,National,Government,21132000
2001-06-01,National,Service-Providing,109111000
2001-06-01,National,Total Private,112289000
2001-05-01,National,Goods Producing,24153000
2001-05-01,National,Government,21432000
2001-05-01,National,Service-Providing,108889000
2001-05-01,National,Total Private,111610000
2001-04-01,National,Goods Producing,24034000
2001-04-01,National,Government,21387000
2001-04-01,National,Service-Providing,108301000
2001-04-01,National,Total Private,110948000
2001-03-01,National,Goods Producing,23981000
2001-03-01,National,Government,21339000
2001-03-01,National,Service-Providing,107948000
2001-03-01,National,Total Private,110590000
2001-02-01,National,Goods Producing,23920000
2001-02-01,National,Government,21208000
2001-02-01,National,Service-Providing,107414000
2001-02-01,National,Total Private,110126000
2001-01-01,National,Goods Producing,23979000
2001-01-01,National,Government,20753000
2001-01-01,National,Service-Providing,106688000
2001-01-01,National,Total Private,109914000
2000-12-01,National,Goods Producing,24504000
2000-12-01,National,Government,21160000
2000-12-01,National,Service-Providing,109037000
2000-12-01,National,Total Private,112381000
2000-11-01,National,Goods Producing,24752000
2000-11-01,National,Government,21193000
2000-11-01,National,Service-Providing,108849000
2000-11-01,National,Total Private,112408000
2000-10-01,National,Goods Producing,24900000
2000-10-01,National,Government,21036000
2000-10-01,National,Service-Providing,108336000
2000-10-01,National,Total Private,112200000
2000-09-01,National,Goods Producing,24930000
2000-09-01,National,Government,20549000
2000-09-01,National,Service-Providing,107747000
2000-09-01,National,Total Private,112128000
2000-08-01,National,Goods Producing,25092000
2000-08-01,National,Government,19646000
2000-08-01,National,Service-Providing,106917000
2000-08-01,National,Total Private,112363000
2000-07-01,National,Goods Producing,25038000
2000-07-01,National,Government,19748000
2000-07-01,National,Service-Providing,106959000
2000-07-01,National,Total Private,112249000
2000-06-01,National,Goods Producing,25021000
2000-06-01,National,Government,20916000
2000-06-01,National,Service-Providing,108197000
2000-06-01,National,Total Private,112302000
2000-05-01,National,Goods Producing,24674000
2000-05-01,National,Government,21543000
2000-05-01,National,Service-Providing,108032000
2000-05-01,National,Total Private,111163000
2000-04-01,National,Goods Producing,24474000
2000-04-01,National,Government,21191000
2000-04-01,National,Service-Providing,107275000
2000-04-01,National,Total Private,110558000
2000-03-01,National,Goods Producing,24270000
2000-03-01,National,Government,21120000
2000-03-01,National,Service-Providing,106482000
2000-03-01,National,Total Private,109632000
2000-02-01,National,Goods Producing,24055000
2000-02-01,National,Government,20881000
2000-02-01,National,Service-Providing,105600000
2000-02-01,National,Total Private,108774000
2000-01-01,National,Goods Producing,24080000
2000-01-01,National,Government,20491000
2000-01-01,National,Service-Providing,104913000
2000-01-01,National,Total Private,108502000
