date_,Geography,Variable,Value
2000-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,657400.0
2000-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,667000.0
2000-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,674300.0
2000-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,675000.0
2000-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,682400.0
2000-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,687700.0
2000-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,679200.0
2000-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,688400.0
2000-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,695100.0
2000-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,697200.0
2000-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,701600.0
2000-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,702400.0
2001-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,687100.0
2001-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,692200.0
2001-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,695100.0
2001-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,690900.0
2001-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,690700.0
2001-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,690400.0
2001-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,675400.0
2001-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,680600.0
2001-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,683800.0
2001-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,680100.0
2001-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,679600.0
2001-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,677500.0
2002-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,663300.0
2002-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,667800.0
2002-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,670799.9999999991
2002-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,672200.0
2002-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,674400.0
2002-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,669100.0
2002-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,660700.0
2002-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,666000.0
2002-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,671500.0
2002-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,669800.0
2002-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,673500.0
2002-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,672000.0
2003-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,657600.0
2003-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,660200.0
2003-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,660700.0
2003-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,664700.0
2003-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,666600.0
2003-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,665600.0
2003-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,657600.0
2003-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,660800.0
2003-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,666400.0
2003-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,667199.9999999991
2003-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,668899.9999999991
2003-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,670699.9999999991
2004-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,659900.0
2004-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,667200.0
2004-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,672800.0
2004-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,676900.0
2004-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,679500.0
2004-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,679900.0
2004-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,673400.0
2004-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,678100.0
2004-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,684600.0
2004-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,688600.0
2004-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,692300.0
2004-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,694300.0
2005-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,684700.0
2005-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,692100.0
2005-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,697300.0
2005-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,703000.0
2005-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,706200.0
2005-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,707300.0
2005-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,700200.0
2005-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,703200.0
2005-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,712300.0
2005-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,711500.0
2005-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,718200.0
2005-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,720300.0
2006-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,709400.0
2006-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,717400.0
2006-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,724300.0
2006-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,730300.0
2006-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,734800.0
2006-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,738100.0
2006-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,726500.0
2006-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,734500.0
2006-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,749800.0
2006-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,751200.0
2006-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,758100.0
2006-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,763200.0
2007-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,746300.0
2007-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,758500.0
2007-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,766700.0
2007-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,769700.0
2007-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,774600.0
2007-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,777800.0
2007-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,765800.0
2007-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,769600.0
2007-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,778800.0
2007-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,782500.0
2007-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,787800.0
2007-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,789200.0
2008-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,779300.0
2008-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,787500.0
2008-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,789800.0
2008-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,791900.0
2008-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,795800.0
2008-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,795800.0
2008-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,783000.0
2008-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,786600.0
2008-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,795600.0
2008-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,796200.0
2008-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,798800.0
2008-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,795800.0
2009-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,776000.0
2009-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,776400.0
2009-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,776900.0
2009-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,778300.0
2009-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,780500.0
2009-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,778300.0
2009-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,763600.0
2009-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,764800.0
2009-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,771100.0
2009-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,773800.0
2009-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,777800.0
2009-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,777600.0
2010-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,766100.0
2010-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,771900.0
2010-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,780500.0
2010-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,783900.0
2010-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,789000.0
2010-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,791200.0
2010-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,778100.0
2010-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,781100.0
2010-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,787500.0
2010-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,797200.0
2010-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,802700.0
2010-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,802600.0
2011-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,790000.0
2011-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,798100.0
2011-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,805300.0
2011-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,813500.0
2011-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,814900.0
2011-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,816500.0
2011-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,805400.0
2011-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,810100.0
2011-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,819100.0
2011-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,821700.0
2011-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,828200.0
2011-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,829500.0
2012-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,820300.0
2012-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,826700.0
2012-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,833700.0
2012-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,838400.0
2012-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,843400.0
2012-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,848200.0
2012-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,836600.0
2012-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,842500.0
2012-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,852900.0
2012-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,860400.0
2012-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,871100.0
2012-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,870200.0
2013-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,856200.0
2013-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,865900.0
2013-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,872500.0
2013-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,879500.0
2013-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,884700.0
2013-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,889800.0
2013-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,879600.0
2013-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,882900.0
2013-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,893200.0
2013-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,899100.0
2013-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,909500.0
2013-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,908500.0
2014-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,896500.0
2014-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,907000.0
2014-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,914700.0
2014-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,919600.0
2014-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,924300.0
2014-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,929500.0
2014-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,919000.0
2014-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,921100.0
2014-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,929600.0
2014-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,938100.0
2014-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,945800.0
2014-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,947300.0
2015-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,934900.0
2015-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,944900.0
2015-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,951400.0
2015-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,957300.0
2015-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,963700.0
2015-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,970500.0
2015-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,962100.0
2015-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,964000.0
2015-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,972100.0
2015-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,981400.0
2015-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,987200.0
2015-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,988700.0
2016-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,976600.0
2016-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,986500.0
2016-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,990500.0
2016-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,997600.0
2016-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1000600.0
2016-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1005400.0
2016-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1001400.0
2016-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1001700.0
2016-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1009400.0
2016-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1017300.0
2016-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1022500.0
2016-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1022600.0
2017-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1011100.0
2017-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1020500.0
2017-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1026600.0
2017-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1031900.0
2017-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1037900.0
2017-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1042700.0
2017-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1033000.0
2017-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1033500.0
2017-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1039900.0
2017-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1051700.0
2017-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1056800.0
2017-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1058100.0
2018-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1046300.0
2018-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1057800.0
2018-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1063500.0
2018-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1069200.0
2018-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1076200.0
2018-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1084200.0
2018-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1074900.0
2018-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1078100.0
2018-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1082400.0
2018-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1096000.0
2018-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1102900.0
2018-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1102800.0
2019-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1089400.0
2019-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1102000.0
2019-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1105800.0
2019-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1113100.0
2019-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1117500.0
2019-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1123200.0
2019-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1118000.0
2019-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1120900.0
2019-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1123600.0
2019-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1136600.0
2019-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1146500.0
2019-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1147000.0
2020-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1136300.0
2020-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1144800.0
2020-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1140100.0
2020-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1007600.0
2020-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1032800.0
2020-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1062700.0
2020-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1064800.0
2020-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1074800.0
2020-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1084600.0
2020-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1107300.0
2020-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1117500.0
2020-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1123800.0
2021-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1111200.0
2021-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1115200.0
2021-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1130100.0
2021-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1146300.0
2021-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1157400.0
2021-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1170600.0
2021-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1178600.0
2021-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1181800.0
2021-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1188600.0
2021-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1218800.0
2021-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1230300.0
2021-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1236400.0
2022-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1219600.0
2022-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1237400.0
2022-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1243800.0
2022-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1262300.0
2022-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1266700.0
2022-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1274400.0
2022-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1284300.0
2022-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1289900.0
2022-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1293500.0
2022-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1307700.0
2022-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1315700.0
2022-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1314900.0
2023-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1303600.0
2023-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1313700.0
2023-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1319800.0
2023-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1325500.0
2023-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1330200.0
2023-06-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1341100.0
2023-07-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1329400.0
2023-08-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1332900.0
2023-09-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1335300.0
2023-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1349000.0
2023-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1359000.0
2023-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1356700.0
2024-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1333900.0
2024-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1349000.0
2024-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1347600.0
2024-04-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1352800.0
2024-05-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total,1357800.0
2000-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,912100.0
2000-02-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,914500.0
2000-03-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,924900.0
2000-04-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,932100.0
2000-05-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,937300.0
2000-06-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,942000.0
2000-07-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,924000.0
2000-08-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,929700.0
2000-09-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,936500.0
2000-10-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,940900.0
2000-11-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,941000.0
2000-12-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,941600.0
2001-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,922600.0
2001-02-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,926400.0
2001-03-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,929300.0
2001-04-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,933100.0
2001-05-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,933300.0
2001-06-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,931400.0
2001-07-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,913500.0
2001-08-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,923300.0
2001-09-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,925200.0
2001-10-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,928400.0
2001-11-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,926800.0
2001-12-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,923900.0
2002-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,905400.0
2002-02-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,911700.0
2002-03-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,919100.0
2002-04-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,920400.0
2002-05-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,923500.0
2002-06-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,924500.0
2002-07-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,909800.0
2002-08-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,921100.0
2002-09-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,926300.0
2002-10-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,928100.0
2002-11-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,928300.0
2002-12-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,926100.0
2003-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,907900.0
2003-02-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,909300.0
2003-03-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,916400.0
2003-04-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,919300.0
2003-05-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,926500.0
2003-06-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,921800.0
2003-07-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,892700.0
2003-08-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,906600.0
2003-09-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,917700.0
2003-10-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,924600.0
2003-11-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,926600.0
2003-12-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,926400.0
2004-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,906000.0
2004-02-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total,908300.0
