date,MSA,Variable,Value
2005-09-01,"Salt Lake City, UT Metro Area",Total Private,487300.0
2005-09-01,"San Antonio-New Braunfels, TX Metro Area",Government,145700.0
2005-09-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,653800.0
2005-09-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,211500.0
2005-09-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1087200.0
2005-09-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,310300.0
2005-09-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1700500.0
2005-09-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,93800.0
2005-09-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,790000.0
2005-09-01,"St. Louis, MO-IL Metro Area",Government,166900.0
2005-09-01,"St. Louis, MO-IL Metro Area",Total Private,1178300.0
2005-09-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,149800.0
2005-09-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1062500.0
2005-09-01,"Yuba City, CA Metro Area",Government,11500.0
2005-09-01,"Yuba City, CA Metro Area",Total Private,29600.0
2005-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,153400.0
2005-10-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,558100.0
2005-10-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,128600.0
2005-10-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,840700.0
2005-10-01,"Cincinnati, OH-KY-IN Metro Area",Government,134400.0
2005-10-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,903100.0
2005-10-01,"Cleveland-Elyria, OH Metro Area",Government,142200.0
2005-10-01,"Cleveland-Elyria, OH Metro Area",Total Private,940400.0
2005-10-01,"Columbus, OH Metro Area",Government,166200.0
2005-10-01,"Columbus, OH Metro Area",Total Private,787200.0
2005-10-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,238100.0
2005-10-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1821900.0
2005-10-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,123100.0
2005-10-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,817400.0
2005-10-01,"Kansas City, MO-KS Metro Area",Government,143100.0
2005-10-01,"Kansas City, MO-KS Metro Area",Total Private,839000.0
2005-10-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,326000.0
2005-10-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2031500.0
2005-10-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,113200.0
2005-10-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,913300.0
2005-10-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,233600.0
2005-10-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1593800.0
2005-10-01,"Pittsburgh, PA Metro Area",Government,129300.00000000001
2005-10-01,"Pittsburgh, PA Metro Area",Total Private,1011700.0
2005-10-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,139300.0
2005-10-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,871400.0
2005-10-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,222500.0
2005-10-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1035599.9999999999
2005-10-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,225400.0
2005-10-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,679900.0
2005-10-01,"Salt Lake City, UT Metro Area",Government,89100.0
2005-10-01,"Salt Lake City, UT Metro Area",Total Private,488300.0
2005-10-01,"San Antonio-New Braunfels, TX Metro Area",Government,148300.0
2005-10-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,653300.0
2005-10-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,216000.0
2005-10-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1082600.0
2005-10-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,315700.0
2005-10-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1702300.0
2005-10-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,96200.0
2005-10-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,793600.0
2005-10-01,"St. Louis, MO-IL Metro Area",Government,167800.0
2005-10-01,"St. Louis, MO-IL Metro Area",Total Private,1176600.0
2005-10-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,151100.0
2005-10-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1060300.0
2005-10-01,"Yuba City, CA Metro Area",Government,11400.0
2005-10-01,"Yuba City, CA Metro Area",Total Private,29300.0
2005-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,155000.0
2005-11-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,563200.0
2005-11-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,128900.0
2005-11-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,842600.0
2005-11-01,"Cincinnati, OH-KY-IN Metro Area",Government,134900.0
2005-11-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,907400.0
2005-11-01,"Cleveland-Elyria, OH Metro Area",Government,142300.0
2005-11-01,"Cleveland-Elyria, OH Metro Area",Total Private,942900.0
2005-11-01,"Columbus, OH Metro Area",Government,167800.0
2005-11-01,"Columbus, OH Metro Area",Total Private,791900.0
2005-11-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,240600.0
2005-11-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1833300.0
2005-11-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,123400.0
2005-11-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,820800.0
2005-11-01,"Kansas City, MO-KS Metro Area",Government,144100.0
2005-11-01,"Kansas City, MO-KS Metro Area",Total Private,841900.0
2005-11-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,325300.0
2005-11-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2051199.9999999998
2005-11-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,113800.0
2005-11-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,923500.0
2005-11-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,235200.0
2005-11-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1615000.0
2005-11-01,"Pittsburgh, PA Metro Area",Government,131200.0
2005-11-01,"Pittsburgh, PA Metro Area",Total Private,1013100.0
2005-11-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,141400.0
2005-11-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,876500.0
2005-11-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,224300.0
2005-11-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1047599.9999999999
2005-11-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,226300.0
2005-11-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,684500.0
2005-11-01,"Salt Lake City, UT Metro Area",Government,89400.0
2005-11-01,"Salt Lake City, UT Metro Area",Total Private,493000.0
2005-11-01,"San Antonio-New Braunfels, TX Metro Area",Government,148700.0
2005-11-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,656900.0
2005-11-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,217900.0
2005-11-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1090000.0
2005-11-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,318100.0
2005-11-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1712600.0
2005-11-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,96600.0
2005-11-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,796600.0
2005-11-01,"St. Louis, MO-IL Metro Area",Government,169200.0
2005-11-01,"St. Louis, MO-IL Metro Area",Total Private,1177900.0
2005-11-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,151500.0
2005-11-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1069400.0
2005-11-01,"Yuba City, CA Metro Area",Government,12000.0
2005-11-01,"Yuba City, CA Metro Area",Total Private,29300.0
2005-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,153300.0
2005-12-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,567000.0
2005-12-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,128400.0
2005-12-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,843500.0
2005-12-01,"Cincinnati, OH-KY-IN Metro Area",Government,134200.0
2005-12-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,911000.0
2005-12-01,"Cleveland-Elyria, OH Metro Area",Government,142600.0
2005-12-01,"Cleveland-Elyria, OH Metro Area",Total Private,942600.0
2005-12-01,"Columbus, OH Metro Area",Government,167000.0
2005-12-01,"Columbus, OH Metro Area",Total Private,792900.0
2005-12-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,237500.0
2005-12-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1830200.0
2005-12-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,123200.0
2005-12-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,818500.0
2005-12-01,"Kansas City, MO-KS Metro Area",Government,144100.0
2005-12-01,"Kansas City, MO-KS Metro Area",Total Private,844000.0
2005-12-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,325700.0
2005-12-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2083800.0000000002
2005-12-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,113600.0
2005-12-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,930800.0
2005-12-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,234900.0
2005-12-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1627700.0
2005-12-01,"Pittsburgh, PA Metro Area",Government,130100.0
2005-12-01,"Pittsburgh, PA Metro Area",Total Private,1011100.0
2005-12-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,140700.0
2005-12-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,881300.0
2005-12-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,225500.0
2005-12-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1056700.0
2005-12-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,226100.0
2005-12-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,688900.0
2005-12-01,"Salt Lake City, UT Metro Area",Government,89700.0
2005-12-01,"Salt Lake City, UT Metro Area",Total Private,497000.0
2005-12-01,"San Antonio-New Braunfels, TX Metro Area",Government,148600.0
2005-12-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,659900.0
2005-12-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,217500.0
2005-12-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1098200.0
2005-12-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,315700.0
2005-12-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1722800.0
2005-12-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,96200.0
2005-12-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,803600.0
2005-12-01,"St. Louis, MO-IL Metro Area",Government,168800.0
2005-12-01,"St. Louis, MO-IL Metro Area",Total Private,1180600.0
2005-12-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,150700.0
2005-12-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1077700.0
2005-12-01,"Yuba City, CA Metro Area",Government,11700.0
2005-12-01,"Yuba City, CA Metro Area",Total Private,29500.0
2006-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,153400.0
2006-01-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,556000.0
2006-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,127200.0
2006-01-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,834500.0
2006-01-01,"Cincinnati, OH-KY-IN Metro Area",Government,130900.0
2006-01-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,883600.0
2006-01-01,"Cleveland-Elyria, OH Metro Area",Government,138800.0
2006-01-01,"Cleveland-Elyria, OH Metro Area",Total Private,914700.0
2006-01-01,"Columbus, OH Metro Area",Government,163300.0
2006-01-01,"Columbus, OH Metro Area",Total Private,765700.0
2006-01-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,231300.0
2006-01-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1758000.0
2006-01-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,122200.0
2006-01-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,793500.0
2006-01-01,"Kansas City, MO-KS Metro Area",Government,141900.0
2006-01-01,"Kansas City, MO-KS Metro Area",Total Private,825000.0
2006-01-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,324300.0
2006-01-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2041500.0
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,113200.0
2006-01-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,921100.0
2006-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,223600.0
2006-01-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1608200.0
2006-01-01,"Pittsburgh, PA Metro Area",Government,126900.0
2006-01-01,"Pittsburgh, PA Metro Area",Total Private,983500.0
2006-01-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,138300.0
2006-01-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,857400.0
2006-01-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,221000.0
2006-01-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1043099.9999999999
2006-01-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,225100.0
2006-01-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,679300.0
2006-01-01,"Salt Lake City, UT Metro Area",Government,89100.0
2006-01-01,"Salt Lake City, UT Metro Area",Total Private,485200.0
2006-01-01,"San Antonio-New Braunfels, TX Metro Area",Government,146800.0
2006-01-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,648600.0
2006-01-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,216200.0
2006-01-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1073400.0
2006-01-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,314300.0
2006-01-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1682700.0
2006-01-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,95700.0
2006-01-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,789200.0
2006-01-01,"St. Louis, MO-IL Metro Area",Government,165200.0
2006-01-01,"St. Louis, MO-IL Metro Area",Total Private,1152800.0
2006-01-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,149600.0
2006-01-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1062600.0
2006-01-01,"Yuba City, CA Metro Area",Government,11800.0
2006-01-01,"Yuba City, CA Metro Area",Total Private,28800.0
2006-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,157200.0
2006-02-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,560200.0
2006-02-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,128000.0
2006-02-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,837200.0
2006-02-01,"Cincinnati, OH-KY-IN Metro Area",Government,134000.0
2006-02-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,884000.0
2006-02-01,"Cleveland-Elyria, OH Metro Area",Government,141800.0
2006-02-01,"Cleveland-Elyria, OH Metro Area",Total Private,915700.0
2006-02-01,"Columbus, OH Metro Area",Government,166300.0
2006-02-01,"Columbus, OH Metro Area",Total Private,767700.0
2006-02-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,236900.0
2006-02-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1755700.0
2006-02-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,125900.0
2006-02-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,796300.0
2006-02-01,"Kansas City, MO-KS Metro Area",Government,146300.0
2006-02-01,"Kansas City, MO-KS Metro Area",Total Private,825300.0
2006-02-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Government,325500.0
2006-02-01,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",Total Private,2063699.9999999998
2006-02-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Government,114600.0
2006-02-01,"Orlando-Kissimmee-Sanford, FL Metro Area",Total Private,926800.0
2006-02-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Government,234200.0
2006-02-01,"Phoenix-Mesa-Chandler, AZ Metro Area",Total Private,1630200.0
2006-02-01,"Pittsburgh, PA Metro Area",Government,130100.0
2006-02-01,"Pittsburgh, PA Metro Area",Total Private,985000.0
2006-02-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Government,140400.0
2006-02-01,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Total Private,864300.0
2006-02-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Government,221300.0
2006-02-01,"Riverside-San Bernardino-Ontario, CA Metro Area",Total Private,1051200.0
2006-02-01,"Sacramento-Roseville-Folsom, CA Metro Area",Government,227300.0
2006-02-01,"Sacramento-Roseville-Folsom, CA Metro Area",Total Private,681100.0
2006-02-01,"Salt Lake City, UT Metro Area",Government,89700.0
2006-02-01,"Salt Lake City, UT Metro Area",Total Private,488500.0
2006-02-01,"San Antonio-New Braunfels, TX Metro Area",Government,149100.0
2006-02-01,"San Antonio-New Braunfels, TX Metro Area",Total Private,654500.0
2006-02-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Government,218800.0
2006-02-01,"San Diego-Chula Vista-Carlsbad, CA Metro Area",Total Private,1080300.0
2006-02-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Government,317700.0
2006-02-01,"San Francisco-Oakland-Berkeley, CA Metro Area",Total Private,1695800.0
2006-02-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Government,96500.0
2006-02-01,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Total Private,796300.0
2006-02-01,"St. Louis, MO-IL Metro Area",Government,168000.0
2006-02-01,"St. Louis, MO-IL Metro Area",Total Private,1155100.0
2006-02-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Government,150400.0
2006-02-01,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Total Private,1071500.0
2006-02-01,"Yuba City, CA Metro Area",Government,12000.0
2006-02-01,"Yuba City, CA Metro Area",Total Private,29100.0
2006-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Government,157500.0
2006-03-01,"Austin-Round Rock-Georgetown, TX Metro Area",Total Private,566800.0
2006-03-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Government,128699.99999999999
2006-03-01,"Charlotte-Concord-Gastonia, NC-SC Metro Area",Total Private,846300.0
2006-03-01,"Cincinnati, OH-KY-IN Metro Area",Government,135400.0
2006-03-01,"Cincinnati, OH-KY-IN Metro Area",Total Private,889800.0
2006-03-01,"Cleveland-Elyria, OH Metro Area",Government,143100.0
2006-03-01,"Cleveland-Elyria, OH Metro Area",Total Private,922200.0
2006-03-01,"Columbus, OH Metro Area",Government,167600.0
2006-03-01,"Columbus, OH Metro Area",Total Private,773800.0
2006-03-01,"Detroit-Warren-Dearborn, MI Metro Area",Government,238100.0
2006-03-01,"Detroit-Warren-Dearborn, MI Metro Area",Total Private,1762400.0
2006-03-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Government,126300.0
2006-03-01,"Indianapolis-Carmel-Anderson, IN Metro Area",Total Private,805400.0
2006-03-01,"Kansas City, MO-KS Metro Area",Government,147400.0
2006-03-01,"Kansas City, MO-KS Metro Area",Total Private,833800.0
