industry_code,industry
425120,425120 Wholesale trade agents and brokers
441,441 Motor vehicle and parts dealers
4411,4411 Automobile dealers
44111,44111 New car dealers
441110,441110 New car dealers
44112,44112 Used car dealers
441120,441120 Used car dealers
4412,4412 Other motor vehicle dealers
44121,44121 Recreational vehicle dealers
441210,441210 Recreational vehicle dealers
44122,"44122 Motorcycle, boat, and other motor vehicle dealers"
441221,"441221 Motorcycle, atv, personal watercraft dealers"
441222,441222 Boat dealers
441227,"441227 Motorcycle, atv, and all other motor vehicle dealers"
441228,"441228 Motorcycle, atv, and other vehicle dealers"
441229,441229 All other motor vehicle dealers
4413,"4413 Automotive parts, accessories, and tire retailers"
44131,44131 Automotive parts and accessories stores
441310,441310 Automotive parts and accessories stores
44132,44132 Tire dealers
441320,441320 Tire dealers
44133,44133 Automotive parts and accessories retailers
441330,441330 Automotive parts and accessories retailers
44134,44134 Tire dealers
441340,441340 Tire dealers
442,442 Furniture and home furnishings stores
4421,4421 Furniture stores
44211,44211 Furniture stores
442110,442110 Furniture stores
4422,4422 Home furnishings stores
44221,44221 Floor covering stores
442210,442210 Floor covering stores
44229,44229 Other home furnishings stores
442291,442291 Window treatment stores
442299,442299 All other home furnishings stores
443,443 Electronics and appliance stores
4431,4431 Electronics and appliance stores
44311,"44311 Appliance, tv, and other electronics stores"
443111,443111 Household appliance stores
443112,"443112 Radio, tv, and other electronics stores"
44312,44312 Computer and software stores
443120,443120 Computer and software stores
44313,44313 Camera and photographic supplies stores
443130,443130 Camera and photographic supplies stores
44314,44314 Electronics and appliance stores
443141,443141 Household appliance stores
443142,443142 Electronics stores
444,444 Building material and garden equipment and supplies dealers
4441,4441 Building material and supplies dealers
44411,44411 Home centers
444110,444110 Home centers
44412,44412 Paint and wallpaper retailers
444120,444120 Paint and wallpaper retailers
44413,44413 Hardware stores
444130,444130 Hardware stores
44414,44414 Hardware retailers
444140,444140 Hardware retailers
44418,44418 Other building material dealers
444180,444180 Other building material dealers
44419,44419 Other building material dealers
444190,444190 Other building material dealers
4442,4442 Lawn and garden equipment and supplies retailers
44421,44421 Outdoor power equipment stores
444210,444210 Outdoor power equipment stores
44422,"44422 Nursery, garden, and farm supply stores"
444220,"444220 Nursery, garden, and farm supply stores"
44423,44423 Outdoor power equipment retailers
444230,444230 Outdoor power equipment retailers
44424,"44424 Nursery, garden center, and farm supply retailers"
444240,"444240 Nursery, garden center, and farm supply retailers"
44-45,44-45 Retail trade
445,445 Food and beverage retailers
4451,4451 Grocery and convenience retailers
44511,44511 Supermarkets and other grocery retailers (except convenience retailers)
445110,445110 Supermarkets and other grocery retailers (except convenience retailers)
44512,44512 Convenience stores
445120,445120 Convenience stores
44513,44513 Convenience retailers and vending machine operators
445131,445131 Convenience retailers
445132,445132 Vending machine operators
4452,4452 Specialty food retailers
44521,44521 Meat markets
445210,445210 Meat markets
44522,44522 Fish and seafood markets
445220,445220 Fish and seafood markets
44523,44523 Fruit and vegetable retailers
445230,445230 Fruit and vegetable retailers
44524,44524 Meat retailers
445240,445240 Meat retailers
44525,44525 Fish and seafood retailers
445250,445250 Fish and seafood retailers
44529,44529 Other specialty food retailers
445291,445291 Baked goods retailers
445292,445292 Confectionery and nut retailers
445298,445298 All other specialty food retailers
445299,445299 All other specialty food stores
4453,"4453 Beer, wine, and liquor retailers"
44531,"44531 Beer, wine, and liquor stores"
445310,"445310 Beer, wine, and liquor stores"
44532,"44532 Beer, wine, and liquor retailers"
445320,"445320 Beer, wine, and liquor retailers"
446,446 Health and personal care stores
4461,4461 Health and personal care stores
44611,44611 Pharmacies and drug stores
446110,446110 Pharmacies and drug stores
44612,44612 Cosmetic and beauty supply stores
446120,446120 Cosmetic and beauty supply stores
44613,44613 Optical goods stores
446130,446130 Optical goods stores
44619,44619 Other health and personal care stores
446191,"446191 Food, health, supplement stores"
446199,446199 All other health and personal care stores
447,447 Gasoline stations
4471,4471 Gasoline stations
44711,44711 Gasoline stations with convenience stores
447110,447110 Gasoline stations with convenience stores
44719,44719 Other gasoline stations
447190,447190 Other gasoline stations
448,448 Clothing and clothing accessories stores
4481,4481 Clothing stores
44811,44811 Men's clothing stores
448110,448110 Men's clothing stores
44812,44812 Women's clothing stores
448120,448120 Women's clothing stores
44813,44813 Children's and infants' clothing stores
448130,448130 Children's and infants' clothing stores
44814,44814 Family clothing stores
448140,448140 Family clothing stores
44815,44815 Clothing accessories stores
448150,448150 Clothing accessories stores
44819,44819 Other clothing stores
448190,448190 Other clothing stores
4482,4482 Shoe stores
44821,44821 Shoe stores
448210,448210 Shoe stores
4483,"4483 Jewelry, luggage, and leather goods stores"
44831,44831 Jewelry stores
448310,448310 Jewelry stores
44832,44832 Luggage and leather goods stores
448320,448320 Luggage and leather goods stores
449,"449 Furniture, home furnishings, electronics, and appliance retailers"
4491,4491 Furniture and home furnishings retailers
44911,44911 Furniture retailers
449110,449110 Furniture retailers
44912,44912 Home furnishings retailers
449121,449121 Floor covering retailers
449122,449122 Window treatment retailers
449129,449129 All other home furnishings retailers
4492,4492 Electronics and appliance retailers
44921,44921 Electronics and appliance retailers
449210,449210 Electronics and appliance retailers
451,"451 Sports, hobby, music instrument, book stores"
4511,4511 Sporting goods and musical instrument stores
45111,45111 Sporting goods stores
451110,451110 Sporting goods stores
45112,"45112 Hobby, toy, and game stores"
451120,"451120 Hobby, toy, and game stores"
45113,"45113 Sewing, needlework, and piece goods stores"
451130,"451130 Sewing, needlework, and piece goods stores"
45114,45114 Musical instrument and supplies stores
451140,451140 Musical instrument and supplies stores
4512,4512 Book stores and news dealers
45121,45121 Book stores and news dealers
451211,451211 Book stores
451212,451212 News dealers and newsstands
45122,"45122 Precorded tape, cd, and record stores"
451220,"451220 Precorded tape, cd, and record stores"
452,452 General merchandise stores
4521,4521 Department stores
45211,45211 Department stores
452111,"452111 Department stores, except discount"
452112,452112 Discount department stores
4522,4522 Department stores
45221,45221 Department stores
452210,452210 Department stores
4523,"4523 General merchandise stores, including warehouse clubs and supercenters"
45231,"45231 General merchandise stores, including warehouse clubs and supercenters"
452311,452311 Warehouse clubs and supercenters
452319,452319 All other general merchandise stores
4529,4529 Other general merchandise stores
45291,45291 Warehouse clubs and supercenters
452910,452910 Warehouse clubs and supercenters
45299,45299 All other general merchandise stores
452990,452990 All other general merchandise stores
453,453 Miscellaneous store retailers
4531,4531 Florists
45311,45311 Florists
453110,453110 Florists
4532,"4532 Office supplies, stationery, and gift stores"
45321,45321 Office supplies and stationery stores
453210,453210 Office supplies and stationery stores
45322,"45322 Gift, novelty, and souvenir stores"
453220,"453220 Gift, novelty, and souvenir stores"
4533,4533 Used merchandise stores
45331,45331 Used merchandise stores
453310,453310 Used merchandise stores
4539,4539 Other miscellaneous store retailers
45391,45391 Pet and pet supplies stores
453910,453910 Pet and pet supplies stores
45392,45392 Art dealers
453920,453920 Art dealers
45393,"45393 Manufactured, mobile, home dealers"
453930,"453930 Manufactured, mobile, home dealers"
45399,45399 All other miscellaneous store retailers
453991,453991 Tobacco stores
453998,453998 Store retailers not specified elsewhere
454,454 Nonstore retailers
4541,4541 Electronic shopping and mail-order houses
45411,45411 Electronic shopping and mail-order houses
454110,454110 Electronic shopping and mail-order houses
454111,454111 Electronic shopping
454112,454112 Electronic auctions
454113,454113 Mail-order houses
4542,4542 Vending machine operators
45421,45421 Vending machine operators
454210,454210 Vending machine operators
4543,4543 Direct selling establishments
45431,45431 Fuel dealers
454310,454310 Fuel dealers
454311,454311 Heating oil dealers
454312,"454312 Liquefied petroleum gas, bottled gas, dealers"
454319,454319 Other fuel dealers
45439,45439 Other direct selling establishments
454390,454390 Other direct selling establishments
455,455 General merchandise retailers
4551,4551 Department stores
45511,45511 Department stores
455110,455110 Department stores
4552,"4552 Warehouse clubs, supercenters, and other general merchandise retailers"
45521,"45521 Warehouse clubs, supercenters, and other general merchandise retailers"
455211,455211 Warehouse clubs and supercenters
455219,455219 All other general merchandise retailers
456,456 Health and personal care retailers
4561,4561 Health and personal care retailers
45611,45611 Pharmacies and drug retailers
456110,456110 Pharmacies and drug retailers
45612,"45612 Cosmetics, beauty supplies, and perfume retailers"
456120,"456120 Cosmetics, beauty supplies, and perfume retailers"
45613,45613 Optical goods retailers
456130,456130 Optical goods retailers
45619,45619 Other health and personal care retailers
456191,456191 Food (health) supplement retailers
456199,456199 All other health and personal care retailers
457,457 Gasoline stations and fuel dealers
4571,4571 Gasoline stations
45711,45711 Gasoline stations with convenience stores
457110,457110 Gasoline stations with convenience stores
45712,45712 Other gasoline stations
457120,457120 Other gasoline stations
4572,4572 Fuel dealers
45721,45721 Fuel dealers
457210,457210 Fuel dealers
458,"458 Clothing, clothing accessories, shoe, and jewelry retailers"
4581,4581 Clothing and clothing accessories retailers
45811,45811 Clothing and clothing accessories retailers
458110,458110 Clothing and clothing accessories retailers
4582,4582 Shoe retailers
45821,45821 Shoe retailers
458210,458210 Shoe retailers
4583,"4583 Jewelry, luggage, and leather goods retailers"
45831,45831 Jewelry retailers
458310,458310 Jewelry retailers
45832,45832 Luggage and leather goods retailers
458320,458320 Luggage and leather goods retailers
459,"459 Sporting goods, hobby, musical instrument, book, and miscellaneous retailers"
4591,"4591 Sporting goods, hobby, and musical instrument retailers"
45911,45911 Sporting goods retailers
459110,459110 Sporting goods retailers
45912,"45912 Hobby, toy, and game retailers"
459120,"459120 Hobby, toy, and game retailers"
45913,"45913 Sewing, needlework, and piece goods retailers"
459130,"459130 Sewing, needlework, and piece goods retailers"
45914,45914 Musical instrument and supplies retailers
459140,459140 Musical instrument and supplies retailers
4592,4592 Book retailers and news dealers
45921,45921 Book retailers and news dealers
459210,459210 Book retailers and news dealers
4593,4593 Florists
45931,45931 Florists
459310,459310 Florists
4594,"4594 Office supplies, stationery, and gift retailers"
45941,45941 Office supplies and stationery retailers
459410,459410 Office supplies and stationery retailers
45942,"45942 Gift, novelty, and souvenir retailers"
459420,"459420 Gift, novelty, and souvenir retailers"
4595,4595 Used merchandise retailers
45951,45951 Used merchandise retailers
459510,459510 Used merchandise retailers
4599,4599 Other miscellaneous retailers
45991,45991 Pet and pet supplies retailers
459910,459910 Pet and pet supplies retailers
45992,45992 Art dealers
459920,459920 Art dealers
45993,45993 Manufactured (mobile) home dealers
459930,459930 Manufactured (mobile) home dealers
45999,45999 All other miscellaneous retailers
459991,"459991 Tobacco, electronic cigarette, and other smoking supplies retailers"
459999,459999 All other miscellaneous retailers
481,481 Air transportation
4811,4811 Scheduled air transportation
48111,48111 Scheduled air transportation
481111,481111 Scheduled passenger air transportation
481112,481112 Scheduled freight air transportation
4812,4812 Nonscheduled air transportation
48121,48121 Nonscheduled air transportation
481211,481211 Nonscheduled chartered passenger air transportation
481212,481212 Nonscheduled chartered freight air transportation
481219,481219 Other nonscheduled air transportation
482,482 Rail transportation
4821,4821 Rail transportation
48211,48211 Rail transportation
482111,482111 Line-haul railroads
482112,482112 Short line railroads
483,483 Water transportation
4831,"4831 Deep sea, coastal, and great lakes water transportation"
48311,"48311 Deep sea, coastal, and great lakes water transportation"
483111,483111 Deep sea freight transportation
483112,483112 Deep sea passenger transportation
483113,483113 Coastal and great lakes freight transportation
483114,483114 Coastal and great lakes passenger transportation
4832,4832 Inland water transportation
48321,48321 Inland water transportation
483211,483211 Inland water freight transportation
483212,483212 Inland water passenger transportation
484,484 Truck transportation
4841,4841 General freight trucking
48411,"48411 General freight trucking, local"
484110,"484110 General freight trucking, local"
48412,"48412 General freight trucking, long-distance"
484121,"484121 General freight trucking, long-distance, truckload"
484122,"484122 General freight trucking, long-distance, less than truckload"
4842,4842 Specialized freight trucking
48421,48421 Used household and office goods moving
484210,484210 Used household and office goods moving
48422,"48422 Specialized freight (except used goods) trucking, local"
484220,"484220 Specialized freight (except used goods) trucking, local"
48423,"48423 Specialized freight (except used goods) trucking, long-distance"
484230,"484230 Specialized freight (except used goods) trucking, long-distance"
48-49,48-49 Transportation and warehousing
485,485 Transit and ground passenger transportation
4851,4851 Urban transit systems
48511,48511 Urban transit systems
485111,485111 Mixed mode transit systems
485112,485112 Commuter rail systems
485113,485113 Bus and other motor vehicle transit systems
485119,485119 Other urban transit systems
4852,4852 Interurban and rural bus transportation
48521,48521 Interurban and rural bus transportation
485210,485210 Interurban and rural bus transportation
4853,4853 Taxi and limousine service
48531,48531 Taxi and ridesharing services
485310,485310 Taxi and ridesharing services
48532,48532 Limousine service
485320,485320 Limousine service
4854,4854 School and employee bus transportation
48541,48541 School and employee bus transportation
485410,485410 School and employee bus transportation
4855,4855 Charter bus industry
48551,48551 Charter bus industry
485510,485510 Charter bus industry
4859,4859 Other transit and ground passenger transportation
48599,48599 Other transit and ground passenger transportation
485991,485991 Special needs transportation
485999,485999 All other transit and ground passenger transportation
486,486 Pipeline transportation
4861,4861 Pipeline transportation of crude oil
48611,48611 Pipeline transportation of crude oil
486110,486110 Pipeline transportation of crude oil
4862,4862 Pipeline transportation of natural gas
48621,48621 Pipeline transportation of natural gas
486210,486210 Pipeline transportation of natural gas
4869,4869 Other pipeline transportation
48691,48691 Pipeline transportation of refined petroleum products
486910,486910 Pipeline transportation of refined petroleum products
48699,48699 All other pipeline transportation
486990,486990 All other pipeline transportation
487,487 Scenic and sightseeing transportation
4871,"4871 Scenic and sightseeing transportation, land"
48711,"48711 Scenic and sightseeing transportation, land"
487110,"487110 Scenic and sightseeing transportation, land"
4872,"4872 Scenic and sightseeing transportation, water"
48721,"48721 Scenic and sightseeing transportation, water"
487210,"487210 Scenic and sightseeing transportation, water"
4879,"4879 Scenic and sightseeing transportation, other"
48799,"48799 Scenic and sightseeing transportation, other"
487990,"487990 Scenic and sightseeing transportation, other"
488,488 Support activities for transportation
4881,4881 Support activities for air transportation
48811,48811 Airport operations
488111,488111 Air traffic control
488119,488119 Other airport operations
48819,48819 Other support activities for air transportation
488190,488190 Other support activities for air transportation
4882,4882 Support activities for rail transportation
48821,48821 Support activities for rail transportation
488210,488210 Support activities for rail transportation
4883,4883 Support activities for water transportation
48831,48831 Port and harbor operations
488310,488310 Port and harbor operations
48832,48832 Marine cargo handling
488320,488320 Marine cargo handling
48833,48833 Navigational services to shipping
488330,488330 Navigational services to shipping
48839,48839 Other support activities for water transportation
488390,488390 Other support activities for water transportation
4884,4884 Support activities for road transportation
48841,48841 Motor vehicle towing
488410,488410 Motor vehicle towing
48849,48849 Other support activities for road transportation
488490,488490 Other support activities for road transportation
4885,4885 Freight transportation arrangement
48851,48851 Freight transportation arrangement
488510,488510 Freight transportation arrangement
4889,4889 Other support activities for transportation
48899,48899 Other support activities for transportation
488991,488991 Packing and crating
488999,488999 All other support activities for transportation
491,491 Postal service
4911,4911 Postal service
49111,49111 Postal service
491110,491110 Postal service
492,492 Couriers and messengers
4921,4921 Couriers and express delivery services
49211,49211 Couriers and express delivery services
492110,492110 Couriers and express delivery services
4922,4922 Local messengers and local delivery
49221,49221 Local messengers and local delivery
492210,492210 Local messengers and local delivery
493,493 Warehousing and storage
4931,4931 Warehousing and storage
49311,49311 General warehousing and storage
493110,493110 General warehousing and storage
49312,49312 Refrigerated warehousing and storage
493120,493120 Refrigerated warehousing and storage
49313,49313 Farm product warehousing and storage
493130,493130 Farm product warehousing and storage
49319,49319 Other warehousing and storage
493190,493190 Other warehousing and storage
51,51 Information
511,"511 Publishing industries, except internet"
5111,"5111 Newspaper, book, and directory publishers"
51111,51111 Newspaper publishers
511110,511110 Newspaper publishers
51112,51112 Periodical publishers
511120,511120 Periodical publishers
51113,51113 Book publishers
511130,511130 Book publishers
51114,51114 Directory and mailing list publishers
511140,511140 Directory and mailing list publishers
51119,51119 Other publishers
511191,511191 Greeting card publishers
511199,511199 All other publishers
5112,5112 Software publishers
51121,51121 Software publishers
511210,511210 Software publishers
512,512 Motion picture and sound recording industries
5121,5121 Motion picture and video industries
51211,51211 Motion picture and video production
512110,512110 Motion picture and video production
51212,51212 Motion picture and video distribution
512120,512120 Motion picture and video distribution
51213,51213 Motion picture and video exhibition
512131,512131 Motion picture theaters (except drive-ins)
512132,512132 Drive-in motion picture theaters
51219,51219 Postproduction services and other motion picture and video industries
512191,512191 Teleproduction and other postproduction services
512199,512199 Other motion picture and video industries
5122,5122 Sound recording industries
51221,51221 Record production
512210,512210 Record production
51222,51222 Integrated record production and distribution
512220,512220 Integrated record production and distribution
51223,51223 Music publishers
512230,512230 Music publishers
51224,51224 Sound recording studios
512240,512240 Sound recording studios
51225,51225 Record production and distribution
512250,512250 Record production and distribution
51229,51229 Other sound recording industries
512290,512290 Other sound recording industries
513,513 Publishing industries
5131,"5131 Newspaper, periodical, book, and directory publishers"
51311,51311 Newspaper publishers
513110,513110 Newspaper publishers
51312,51312 Periodical publishers
513120,513120 Periodical publishers
51313,51313 Book publishers
513130,513130 Book publishers
51314,51314 Directory and mailing list publishers
513140,513140 Directory and mailing list publishers
51319,51319 Other publishers
513191,513191 Greeting card publishers
513199,513199 All other publishers
5132,5132 Software publishers
51321,51321 Software publishers
513210,513210 Software publishers
515,"515 Broadcasting, except internet"
5151,5151 Radio and television broadcasting
51511,51511 Radio broadcasting
515111,515111 Radio networks
515112,515112 Radio stations
51512,51512 Television broadcasting
515120,515120 Television broadcasting
5152,5152 Cable and other subscription programming
51521,51521 Cable and other subscription programming
515210,515210 Cable and other subscription programming
516,516 Broadcasting and content providers
5161,5161 Radio and television broadcasting stations
51611,51611 Radio broadcasting stations
516110,516110 Radio broadcasting stations
51612,51612 Television broadcasting stations
516120,516120 Television broadcasting stations
5162,"5162 Media streaming distribution services, social networks, and other media networks and content providers"
51621,"51621 Media streaming distribution services, social networks, and other media networks and content providers"
516210,"516210 Media streaming distribution services, social networks, and other media networks and content providers"
517,517 Telecommunications
5171,5171 Wired and wireless telecommunications (except satellite)
51711,51711 Wired and wireless telecommunications carriers (except satellite)
517110,517110 Wired telecommunications carriers
517111,517111 Wired telecommunications carriers
517112,517112 Wireless telecommunications carriers (except satellite)
51712,51712 Telecommunications resellers and agents for wireless telecommunication services
517121,517121 Telecommunications resellers
5172,5172 Wireless telecommunications carriers
51721,51721 Wireless telecommunications carriers
517210,517210 Wireless telecommunications carriers
517211,517211 Paging
517212,517212 Cellular and other wireless carriers
5173,5173 Wired and wireless telecommunications carriers
51731,51731 Wired and wireless telecommunications carriers
517310,517310 Telecommunications resellers
517311,517311 Wired telecommunications carriers
517312,517312 Wireless telecommunications carriers (except satellite)
5174,5174 Satellite telecommunications
51741,51741 Satellite telecommunications
517410,517410 Satellite telecommunications
5175,5175 Cable and other program distribution
51751,51751 Cable and other program distribution
517510,517510 Cable and other program distribution
5178,5178 All other telecommunications
51781,51781 All other telecommunications
517810,517810 All other telecommunications
5179,5179 Other telecommunications
51791,51791 Other telecommunications
517910,517910 Other telecommunications
517911,517911 Telecommunications resellers
517919,517919 All other telecommunications
518,"518 Computing infrastructure providers, data processing, web hosting, and related services"
5181,5181 Isps and web search portals
51811,51811 Isps and web search portals
518111,518111 Internet service providers
518112,518112 Web search portals
5182,"5182 Computing infrastructure providers, data processing, web hosting, and related services"
51821,"51821 Computing infrastructure providers, data processing, web hosting, and related services"
518210,"518210 Computing infrastructure providers, data processing, web hosting, and related services"
519,"519 Web search portals, libraries, archives, and other information services"
5191,5191 Other information services
51911,51911 News syndicates
519110,519110 News syndicates
51912,51912 Libraries and archives
519120,519120 Libraries and archives
51913,51913 Internet publishing and web search portals
519130,519130 Internet publishing and web search portals
51919,51919 All other information services
519190,519190 All other information services
5192,"5192 Web search portals, libraries, archives, and other information services"
51921,51921 Libraries and archives
519210,519210 Libraries and archives
51929,51929 Web search portals and all other information services
519290,519290 Web search portals and all other information services
52,52 Finance and insurance
521,521 Monetary authorities-central bank
5211,5211 Monetary authorities-central bank
52111,52111 Monetary authorities-central bank
521110,521110 Monetary authorities-central bank
522,522 Credit intermediation and related activities
5221,5221 Depository credit intermediation
52211,52211 Commercial banking
522110,522110 Commercial banking
52212,52212 Savings institutions
522120,522120 Savings institutions
52213,52213 Credit unions
522130,522130 Credit unions
52218,52218 Savings institutions and other depository credit intermediation
522180,522180 Savings institutions and other depository credit intermediation
52219,52219 Other depository credit intermediation
522190,522190 Other depository credit intermediation
5222,5222 Nondepository credit intermediation
52221,52221 Credit card issuing
522210,522210 Credit card issuing
52222,52222 Sales financing
522220,522220 Sales financing
52229,52229 Other nondepository credit intermediation
522291,522291 Consumer lending
522292,522292 Real estate credit
522293,522293 International trade financing
522294,522294 Secondary market financing
522298,522298 All other nondepository credit intermediation
522299,"522299 International, secondary market, and all other nondepository credit intermediation"
5223,5223 Activities related to credit intermediation
52231,52231 Mortgage and nonmortgage loan brokers
522310,522310 Mortgage and nonmortgage loan brokers
52232,"52232 Financial transactions processing, reserve, and clearinghouse activities"
522320,"522320 Financial transactions processing, reserve, and clearinghouse activities"
52239,52239 Other activities related to credit intermediation
522390,522390 Other activities related to credit intermediation
523,"523 Securities, commodity contracts, and other financial investments and related activities"
5231,5231 Securities and commodity contracts intermediation and brokerage
52311,52311 Investment banking and securities dealing
523110,523110 Investment banking and securities dealing
52312,52312 Securities brokerage
523120,523120 Securities brokerage
52313,52313 Commodity contracts dealing
523130,523130 Commodity contracts dealing
52314,52314 Commodity contracts brokerage
523140,523140 Commodity contracts brokerage
52315,52315 Investment banking and securities intermediation
523150,523150 Investment banking and securities intermediation
52316,52316 Commodity contracts intermediation
523160,523160 Commodity contracts intermediation
5232,5232 Securities and commodity exchanges
52321,52321 Securities and commodity exchanges
523210,523210 Securities and commodity exchanges
5239,5239 Other financial investment activities
52391,52391 Miscellaneous intermediation
523910,523910 Miscellaneous intermediation
52392,52392 Portfolio management
523920,523920 Portfolio management
52393,52393 Investment advice
523930,523930 Investment advice
52394,52394 Portfolio management and investment advice
523940,523940 Portfolio management and investment advice
52399,52399 All other financial investment activities
523991,"523991 Trust, fiduciary, and custody activities"
523999,523999 Miscellaneous financial investment activities
524,524 Insurance carriers and related activities
5241,5241 Insurance carriers
52411,"52411 Direct life, health, and medical insurance carriers"
524113,524113 Direct life insurance carriers
524114,524114 Direct health and medical insurance carriers
52412,"52412 Direct insurance (except life, health, and medical) carriers"
524126,524126 Direct property and casualty insurance carriers
524127,524127 Direct title insurance carriers
524128,"524128 Other direct insurance (except life, health, and medical) carriers"
52413,52413 Reinsurance carriers
524130,524130 Reinsurance carriers
5242,"5242 Agencies, brokerages, and other insurance related activities"
52421,52421 Insurance agencies and brokerages
524210,524210 Insurance agencies and brokerages
52429,52429 Other insurance related activities
524291,524291 Claims adjusting
524292,524292 Pharmacy benefit management and other third party administration of insurance and pension funds
524298,524298 All other insurance related activities
525,"525 Funds, trusts, and other financial vehicles"
5251,5251 Insurance and employee benefit funds
52511,52511 Pension funds
525110,525110 Pension funds
52512,52512 Health and welfare funds
525120,525120 Health and welfare funds
52519,52519 Other insurance funds
525190,525190 Other insurance funds
5259,5259 Other investment pools and funds
52591,52591 Open-end investment funds
525910,525910 Open-end investment funds
52592,"52592 Trusts, estates, and agency accounts"
525920,"525920 Trusts, estates, and agency accounts"
52593,52593 Real estate investment trusts
525930,525930 Real estate investment trusts
52599,52599 Other financial vehicles
525990,525990 Other financial vehicles
53,53 Real estate and rental and leasing
531,531 Real estate
5311,5311 Lessors of real estate
53111,53111 Lessors of residential buildings and dwellings
531110,531110 Lessors of residential buildings and dwellings
53112,53112 Lessors of nonresidential buildings (except miniwarehouses)
531120,531120 Lessors of nonresidential buildings (except miniwarehouses)
53113,53113 Lessors of miniwarehouses and self-storage units
531130,531130 Lessors of miniwarehouses and self-storage units
53119,53119 Lessors of other real estate property
531190,531190 Lessors of other real estate property
5312,5312 Offices of real estate agents and brokers
53121,53121 Offices of real estate agents and brokers
531210,531210 Offices of real estate agents and brokers
5313,5313 Activities related to real estate
53131,53131 Real estate property managers
531311,531311 Residential property managers
531312,531312 Nonresidential property managers
53132,53132 Offices of real estate appraisers
531320,531320 Offices of real estate appraisers
53139,53139 Other activities related to real estate
531390,531390 Other activities related to real estate
532,532 Rental and leasing services
5321,5321 Automotive equipment rental and leasing
53211,53211 Passenger car rental and leasing
532111,532111 Passenger car rental
532112,532112 Passenger car leasing
53212,"53212 Truck, utility trailer, and rv (recreational vehicle) rental and leasing"
532120,"532120 Truck, utility trailer, and rv (recreational vehicle) rental and leasing"
5322,5322 Consumer goods rental
53221,53221 Consumer electronics and appliances rental
532210,532210 Consumer electronics and appliances rental
53222,53222 Formal wear and costume rental
532220,532220 Formal wear and costume rental
53223,53223 Video tape and disc rental
532230,532230 Video tape and disc rental
53228,53228 Other consumer goods rental
532281,532281 Formal wear and costume rental
532282,532282 Video tape and disc rental
532283,532283 Home health equipment rental
532284,532284 Recreational goods rental
532289,532289 All other consumer goods rental
53229,53229 Other consumer goods rental
532291,532291 Home health equipment rental
532292,532292 Recreational goods rental
532299,532299 All other consumer goods rental
5323,5323 General rental centers
53231,53231 General rental centers
532310,532310 General rental centers
5324,5324 Commercial and industrial machinery and equipment rental and leasing
53241,"53241 Construction, transportation, mining, and forestry machinery and equipment rental and leasing"
532411,"532411 Commercial air, rail, and water transportation equipment rental and leasing"
532412,"532412 Construction, mining, and forestry machinery and equipment rental and leasing"
53242,53242 Office machinery and equipment rental and leasing
532420,532420 Office machinery and equipment rental and leasing
53249,53249 Other commercial and industrial machinery and equipment rental and leasing
532490,532490 Other commercial and industrial machinery and equipment rental and leasing
533,533 Lessors of nonfinancial intangible assets (except copyrighted works)
5331,5331 Lessors of nonfinancial intangible assets (except copyrighted works)
53311,53311 Lessors of nonfinancial intangible assets (except copyrighted works)
533110,533110 Lessors of nonfinancial intangible assets (except copyrighted works)
54,"54 Professional, scientific, and technical services"
541,"541 Professional, scientific, and technical services"
5411,5411 Legal services
54111,54111 Offices of lawyers
541110,541110 Offices of lawyers
54112,54112 Offices of notaries
541120,541120 Offices of notaries
54119,54119 Other legal services
541191,541191 Title abstract and settlement offices
541199,541199 All other legal services
5412,"5412 Accounting, tax preparation, bookkeeping, and payroll services"
54121,"54121 Accounting, tax preparation, bookkeeping, and payroll services"
541211,541211 Offices of certified public accountants
541213,541213 Tax preparation services
541214,541214 Payroll services
541219,541219 Other accounting services
5413,"5413 Architectural, engineering, and related services"
54131,54131 Architectural services
541310,541310 Architectural services
54132,54132 Landscape architectural services
541320,541320 Landscape architectural services
54133,54133 Engineering services
541330,541330 Engineering services
54134,54134 Drafting services
541340,541340 Drafting services
54135,54135 Building inspection services
541350,541350 Building inspection services
54136,54136 Geophysical surveying and mapping services
541360,541360 Geophysical surveying and mapping services
54137,54137 Surveying and mapping (except geophysical) services
541370,541370 Surveying and mapping (except geophysical) services
54138,54138 Testing laboratories and services
541380,541380 Testing laboratories and services
5414,5414 Specialized design services
54141,54141 Interior design services
541410,541410 Interior design services
54142,54142 Industrial design services
541420,541420 Industrial design services
54143,54143 Graphic design services
541430,541430 Graphic design services
54149,54149 Other specialized design services
541490,541490 Other specialized design services
5415,5415 Computer systems design and related services
54151,54151 Computer systems design and related services
541511,541511 Custom computer programming services
541512,541512 Computer systems design services
541513,541513 Computer facilities management services
541519,541519 Other computer related services
5416,"5416 Management, scientific, and technical consulting services"
54161,54161 Management consulting services
541611,541611 Administrative management and general management consulting services
541612,541612 Human resources consulting services
541613,541613 Marketing consulting services
541614,"541614 Process, physical distribution, and logistics consulting services"
541618,541618 Other management consulting services
54162,54162 Environmental consulting services
541620,541620 Environmental consulting services
54169,54169 Other scientific and technical consulting services
541690,541690 Other scientific and technical consulting services
5417,5417 Scientific research and development services
54171,"54171 Research and development in the physical, engineering, and life sciences"
541710,"541710 Physical, engineering and biological research"
541711,541711 Research and development in biotechnology
541712,541712 Other physical and biological research
541713,541713 Research and development in nanotechnology
541714,541714 Research and development in biotechnology (except nanobiotechnology)
